name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.14: [{direction}, *]",0,0.136986301369863,0,-1.0,-1.0,-1.0
"0.74: [{evaluateCustomBlock:userDef}, *]",1,0.7397260273972602,0.47297297297297297,-1.0,-1.0,-1.0
"0.42: [{getCostumeIdx}, *]",2,0.4246575342465753,0.17567567567567569,-1.0,-1.0,-1.0
"0.12: [{getScale}, *]",3,0.1232876712328767,0,-1.0,-1.0,-1.0
"0.11: [{getTimer}, *]",4,0.1095890410958904,0,-1.0,-1.0,-1.0
"0.58: [{literal:Stage}, *]",5,0.5753424657534246,0.39864864864864863,-1.0,-1.0,-1.0
"0.33: [{literal:all}, *]",6,0.3287671232876712,0.375,-1.0,-1.0,-1.0
"0.38: [{literal:back}, *]",7,0.3835616438356164,0.20608108108108109,-1.0,-1.0,-1.0
"0.30: [{literal:brightness}, *]",8,0.3013698630136986,0.13513513513513514,-1.0,-1.0,-1.0
"0.26: [{literal:color}, *]",9,0.2602739726027397,0.17229729729729729,-1.0,-1.0,-1.0
"0.38: [{literal:down arrow}, *]",10,0.3835616438356164,0.2972972972972973,-1.0,-1.0,-1.0
"0.66: [{literal:ghost}, *]",11,0.6575342465753424,0.3141891891891892,-1.0,-1.0,-1.0
"0.92: [{literal:left arrow}, *]",12,0.9178082191780822,0.375,-1.0,-1.0,-1.0
"0.44: [{literal:mouse-pointer}, *]",13,0.4383561643835616,0.28040540540540543,-1.0,-1.0,-1.0
"0.52: [{literal:myself}, *]",14,0.5205479452054794,0.34797297297297297,-1.0,-1.0,-1.0
"0.92: [{literal:right arrow}, *]",15,0.9178082191780822,0.3783783783783784,-1.0,-1.0,-1.0
"0.55: [{literal:space}, *]",16,0.547945205479452,0.375,-1.0,-1.0,-1.0
"0.89: [{literal:up arrow}, *]",17,0.8904109589041096,0.3277027027027027,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",18,1.0,0.9932432432432432,-1.0,-1.0,-1.0
"0.38: [{reportMouseDown}, *]",19,0.3835616438356164,0.14527027027027026,-1.0,-1.0,-1.0
"0.27: [{reportMouseX}, *]",20,0.273972602739726,0.13851351351351351,-1.0,-1.0,-1.0
"0.26: [{reportMouseY}, *]",21,0.2602739726027397,0.10135135135135136,-1.0,-1.0,-1.0
"0.59: [{script}, *]",22,0.589041095890411,0.46621621621621623,-1.0,-1.0,-1.0
"0.93: [{var:userDef}, *]",23,0.9315068493150684,0.543918918918919,-1.0,-1.0,-1.0
"0.99: [{varDec:userDef}, *]",24,0.9863013698630136,0.9256756756756757,-1.0,-1.0,-1.0
"0.64: [{xPosition}, *]",25,0.6438356164383562,0.21621621621621623,-1.0,-1.0,-1.0
