name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.56: [{evaluateCustomBlock:userDef}, *]",0,0.5647058823529412,0.5125628140703518,-1.0,-1.0,-1.0
"0.25: [{getCostumeIdx}, *]",1,0.24705882352941178,0.21608040201005024,-1.0,-1.0,-1.0
"0.48: [{literal:Stage}, *]",2,0.4823529411764706,0.3969849246231156,-1.0,-1.0,-1.0
"0.39: [{literal:all}, *]",3,0.3941176470588235,0.3015075376884422,-1.0,-1.0,-1.0
"0.26: [{literal:back}, *]",4,0.25882352941176473,0.23618090452261306,-1.0,-1.0,-1.0
"0.19: [{literal:brightness}, *]",5,0.19411764705882353,0.17587939698492464,-1.0,-1.0,-1.0
"0.22: [{literal:color}, *]",6,0.2235294117647059,0.19597989949748743,-1.0,-1.0,-1.0
"0.54: [{literal:down arrow}, *]",7,0.5352941176470588,0.12060301507537688,-1.0,-1.0,-1.0
"0.48: [{literal:ghost}, *]",8,0.4823529411764706,0.3316582914572864,-1.0,-1.0,-1.0
"0.90: [{literal:left arrow}, *]",9,0.9,0.15577889447236182,-1.0,-1.0,-1.0
"0.30: [{literal:mouse-pointer}, *]",10,0.3,0.3065326633165829,-1.0,-1.0,-1.0
"0.91: [{literal:right arrow}, *]",11,0.9058823529411765,0.1658291457286432,-1.0,-1.0,-1.0
"0.51: [{literal:space}, *]",12,0.5117647058823529,0.3065326633165829,-1.0,-1.0,-1.0
"0.79: [{literal:up arrow}, *]",13,0.788235294117647,0.1457286432160804,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",14,1.0,0.9899497487437185,-1.0,-1.0,-1.0
"0.22: [{reportMouseDown}, *]",15,0.2235294117647059,0.18592964824120603,-1.0,-1.0,-1.0
"0.15: [{reportMouseX}, *]",16,0.15294117647058825,0.1708542713567839,-1.0,-1.0,-1.0
"0.14: [{reportMouseY}, *]",17,0.13529411764705881,0.135678391959799,-1.0,-1.0,-1.0
"0.49: [{script}, *]",18,0.49411764705882355,0.507537688442211,-1.0,-1.0,-1.0
"0.78: [{var:userDef}, *]",19,0.7764705882352941,0.5125628140703518,-1.0,-1.0,-1.0
"0.99: [{varDec:userDef}, *]",20,0.9882352941176471,0.9296482412060302,-1.0,-1.0,-1.0
"0.88: [{varMenu:userDef}, *]",21,0.8764705882352941,0.6231155778894473,-1.0,-1.0,-1.0
"0.41: [{xPosition}, *]",22,0.4117647058823529,0.21105527638190955,-1.0,-1.0,-1.0
"0.45: [{yPosition}, *]",23,0.4470588235294118,0.20603015075376885,-1.0,-1.0,-1.0
"0.16: [script, {bounceOffEdge}, *]",24,0.16470588235294117,0.1507537688442211,-1.0,-1.0,-1.0
"0.10: [script, {clear}, *]",25,0.1,0,-1.0,-1.0,-1.0
"0.18: [script, {clearEffects}, *]",26,0.18235294117647058,0.21105527638190955,-1.0,-1.0,-1.0
"0.14: [script, {doResetTimer}, *]",27,0.1411764705882353,0,-1.0,-1.0,-1.0
"0.23: [script, {doStopAllSounds}, *]",28,0.22941176470588234,0.20100502512562815,-1.0,-1.0,-1.0
"0.52: [script, {doWearNextCostume}, *]",29,0.5176470588235295,0.4472361809045226,-1.0,-1.0,-1.0
"0.54: [script, {evaluateCustomBlock:userDef}, *]",30,0.5352941176470588,0.47738693467336685,-1.0,-1.0,-1.0
"0.20: [reportEquals, {getCostumeIdx}, *]",31,0.2,0.17587939698492464,-1.0,-1.0,-1.0
"0.86: [script, {hide}, *]",32,0.8647058823529412,0.7487437185929648,-1.0,-1.0,-1.0
"0.18: [reportAttributeOf, {literal:Stage}, *]",33,0.18235294117647058,0.10552763819095477,-1.0,-1.0,-1.0
"0.10: [reportMonadic, {literal:abs}, *]",34,0.1,0,-1.0,-1.0,-1.0
"0.42: [reportKeyPressed, {literal:down arrow}, *]",35,0.4176470588235294,0,-1.0,-1.0,-1.0
"0.34: [reportTouchingObject, {literal:edge}, *]",36,0.3411764705882353,0.10552763819095477,-1.0,-1.0,-1.0
"0.76: [reportKeyPressed, {literal:left arrow}, *]",37,0.7647058823529411,0,-1.0,-1.0,-1.0
