name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.15: [{direction}, *]",0,0.14814814814814814,0,-1.0,-1.0,-1.0
"0.55: [{evaluateCustomBlock:userDef}, *]",1,0.5462962962962963,0.4904214559386973,-1.0,-1.0,-1.0
"0.22: [{getCostumeIdx}, *]",2,0.2222222222222222,0.21839080459770116,-1.0,-1.0,-1.0
"0.12: [{getTimer}, *]",3,0.12037037037037036,0,-1.0,-1.0,-1.0
"0.42: [{literal:Stage}, *]",4,0.4166666666666667,0.4367816091954023,-1.0,-1.0,-1.0
"0.54: [{literal:all}, *]",5,0.5370370370370371,0.31800766283524906,-1.0,-1.0,-1.0
"0.20: [{literal:back}, *]",6,0.2037037037037037,0.2413793103448276,-1.0,-1.0,-1.0
"0.28: [{literal:color}, *]",7,0.2777777777777778,0.16091954022988506,-1.0,-1.0,-1.0
"0.40: [{literal:down arrow}, *]",8,0.39814814814814814,0.2720306513409962,-1.0,-1.0,-1.0
"0.41: [{literal:ghost}, *]",9,0.4074074074074074,0.367816091954023,-1.0,-1.0,-1.0
"0.65: [{literal:left arrow}, *]",10,0.6481481481481481,0.421455938697318,-1.0,-1.0,-1.0
"0.40: [{literal:mouse-pointer}, *]",11,0.39814814814814814,0.27586206896551724,-1.0,-1.0,-1.0
"0.45: [{literal:myself}, *]",12,0.4537037037037037,0.3486590038314176,-1.0,-1.0,-1.0
"0.65: [{literal:right arrow}, *]",13,0.6481481481481481,0.4329501915708812,-1.0,-1.0,-1.0
"0.51: [{literal:space}, *]",14,0.5092592592592593,0.36398467432950193,-1.0,-1.0,-1.0
"0.54: [{literal:up arrow}, *]",15,0.5370370370370371,0.39846743295019155,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",16,1.0,0.9923371647509579,-1.0,-1.0,-1.0
"0.19: [{reportMouseDown}, *]",17,0.19444444444444445,0.1839080459770115,-1.0,-1.0,-1.0
"0.18: [{reportMouseX}, *]",18,0.17592592592592593,0.14942528735632185,-1.0,-1.0,-1.0
"0.12: [{reportMouseY}, *]",19,0.12037037037037036,0.13026819923371646,-1.0,-1.0,-1.0
"0.46: [{script}, *]",20,0.46296296296296297,0.4789272030651341,-1.0,-1.0,-1.0
"0.81: [{var:userDef}, *]",21,0.8148148148148148,0.5823754789272031,-1.0,-1.0,-1.0
"1.00: [{varMenu:userDef}, *]",22,1.0,0.6360153256704981,-1.0,-1.0,-1.0
"0.36: [{xPosition}, *]",23,0.3611111111111111,0.2796934865900383,-1.0,-1.0,-1.0
"0.36: [{yPosition}, *]",24,0.3611111111111111,0.28735632183908044,-1.0,-1.0,-1.0
"0.30: [script, {bounceOffEdge}, *]",25,0.2962962962962963,0.13026819923371646,-1.0,-1.0,-1.0
"0.20: [script, {clearEffects}, *]",26,0.2037037037037037,0.18773946360153257,-1.0,-1.0,-1.0
"0.15: [script, {doResetTimer}, *]",27,0.14814814814814814,0.10344827586206896,-1.0,-1.0,-1.0
"0.23: [script, {doStopAllSounds}, *]",28,0.23148148148148148,0.19540229885057472,-1.0,-1.0,-1.0
"0.44: [script, {doWearNextCostume}, *]",29,0.4351851851851852,0.4827586206896552,-1.0,-1.0,-1.0
"0.49: [script, {evaluateCustomBlock:userDef}, *]",30,0.49074074074074076,0.4674329501915709,-1.0,-1.0,-1.0
"0.19: [reportEquals, {getCostumeIdx}, *]",31,0.19444444444444445,0.1724137931034483,-1.0,-1.0,-1.0
"0.82: [script, {hide}, *]",32,0.8240740740740741,0.7662835249042146,-1.0,-1.0,-1.0
"0.16: [reportAttributeOf, {literal:Stage}, *]",33,0.1574074074074074,0.12260536398467432,-1.0,-1.0,-1.0
"0.10: [reportMonadic, {literal:abs}, *]",34,0.10185185185185185,0,-1.0,-1.0,-1.0
"0.10: [reportAttributeOf, {literal:direction}, *]",35,0.10185185185185185,0,-1.0,-1.0,-1.0
"0.32: [reportKeyPressed, {literal:down arrow}, *]",36,0.32407407407407407,0.19157088122605365,-1.0,-1.0,-1.0
"0.38: [reportTouchingObject, {literal:edge}, *]",37,0.37962962962962965,0.14559386973180077,-1.0,-1.0,-1.0
"0.57: [reportKeyPressed, {literal:left arrow}, *]",38,0.5740740740740741,0.31800766283524906,-1.0,-1.0,-1.0
