cochangescore,"{'f1': 0.8868243243243242, 'recall': 0.898972602739726, 'precision': 0.875}"
keymove,"{'f1': 0.9107142857142857, 'recall': 0.9060913705583756, 'precision': 0.9153846153846154}"
jump,"{'f1': 0.909967845659164, 'recall': 0.8734567901234568, 'precision': 0.9496644295302014}"
movetomouse,"{'f1': 0.7109826589595375, 'recall': 0.6275510204081632, 'precision': 0.82}"
costopall,"{'f1': 0.8808290155440415, 'recall': 0.85, 'precision': 0.9139784946236559}"
