cochangescore,"{'f1': 0.7177700348432056, 'recall': 0.7054794520547946, 'precision': 0.7304964539007093}"
keymove,"{'f1': 0.8606965174129353, 'recall': 0.8781725888324873, 'precision': 0.8439024390243902}"
jump,"{'f1': 0.6709677419354838, 'recall': 0.6419753086419753, 'precision': 0.7027027027027027}"
movetomouse,"{'f1': 0.5625, 'recall': 0.5510204081632653, 'precision': 0.574468085106383}"
costopall,"{'f1': 0.20512820512820512, 'recall': 0.16, 'precision': 0.2857142857142857}"
