,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
best_grid_set,"(0.1, 0.4)","(0.2, 0.5)","(0.3, 0.3)","(0.3, 0.2)","(0.3, 0.2)","(0.1, 0.2)","(0.1, 0.2)","(0.2, 0.2)","(0.1, 0.5)","(0.3, 0.3)","(0.1, 0.2)","(0.1, 0.4)","(0.2, 0.2)","(0.3, 0.6)","(0.1, 0.2)","(0.1, 0.2)","(0.3, 0.2)","(0.1, 0.5)","(0.1, 0.6)","(0.1, 0.6)","(0.2, 0.5)","(0.1, 0.2)","(0.2, 0.5)","(0.1, 0.2)","(0.2, 0.6)"
val_f1,0.6399999999999999,0.5833333333333334,0.5531914893617021,0.5531914893617021,0.6296296296296297,0.8157894736842105,0.8461538461538461,0.8641975308641975,0.8571428571428572,0.8395061728395061,0.6666666666666667,0.7567567567567567,0.6428571428571429,0.7999999999999999,0.6363636363636365,0.5333333333333333,0.33333333333333326,0.5454545454545454,0.6428571428571429,0.5454545454545454,0.5,0,0.7499999999999999,0.8,0.28571428571428575
