,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
best_grid_set,0.3,0.2,0.3,0.4,0.4,0.5,0.3,0.1,0.5,0.3,0.1,0.4,0.4,0.4,0.2,0.3,0.1,0.1,0.2,0.2,0.3,0.1,0.1,0.4,0.5
val_f1,0.6250000000000001,0.6122448979591836,0.631578947368421,0.6086956521739131,0.68,0.875,0.8607594936708861,0.8292682926829267,0.8749999999999999,0.8470588235294119,0.5833333333333334,0.7692307692307692,0.6896551724137931,0.7058823529411765,0.5925925925925926,0.3529411764705882,0.45454545454545453,0.3333333333333333,0.5833333333333334,0.6,0.3636363636363636,0.0,0.6666666666666665,0.6666666666666666,0.18181818181818182
