name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.57: [{evaluateCustomBlock:userDef}, *]",0,0.5697674418604651,0.4720812182741117,-1.0,-1.0,-1.0
"0.23: [{getCostumeIdx}, *]",1,0.23255813953488372,0.18781725888324874,-1.0,-1.0,-1.0
"0.51: [{literal:Stage}, *]",2,0.5116279069767442,0.38578680203045684,-1.0,-1.0,-1.0
"0.41: [{literal:all}, *]",3,0.4127906976744186,0.3096446700507614,-1.0,-1.0,-1.0
"0.22: [{literal:back}, *]",4,0.22093023255813954,0.2131979695431472,-1.0,-1.0,-1.0
"0.17: [{literal:brightness}, *]",5,0.1686046511627907,0.15228426395939088,-1.0,-1.0,-1.0
"0.22: [{literal:color}, *]",6,0.22093023255813954,0.20812182741116753,-1.0,-1.0,-1.0
"0.57: [{literal:down arrow}, *]",7,0.5697674418604651,0,-1.0,-1.0,-1.0
"0.44: [{literal:ghost}, *]",8,0.436046511627907,0.3197969543147208,-1.0,-1.0,-1.0
"0.89: [{literal:left arrow}, *]",9,0.8895348837209303,0.1319796954314721,-1.0,-1.0,-1.0
"0.28: [{literal:mouse-pointer}, *]",10,0.28488372093023256,0.3350253807106599,-1.0,-1.0,-1.0
"0.89: [{literal:right arrow}, *]",11,0.8895348837209303,0.14213197969543148,-1.0,-1.0,-1.0
"0.52: [{literal:space}, *]",12,0.5232558139534884,0.3401015228426396,-1.0,-1.0,-1.0
"0.81: [{literal:up arrow}, *]",13,0.8081395348837209,0.116751269035533,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",14,1.0,0.9898477157360406,-1.0,-1.0,-1.0
"0.19: [{reportMouseDown}, *]",15,0.19186046511627908,0.16751269035532995,-1.0,-1.0,-1.0
"0.12: [{reportMouseX}, *]",16,0.12209302325581395,0.15736040609137056,-1.0,-1.0,-1.0
"0.11: [{reportMouseY}, *]",17,0.11046511627906977,0.1218274111675127,-1.0,-1.0,-1.0
"0.51: [{script}, *]",18,0.5116279069767442,0.47715736040609136,-1.0,-1.0,-1.0
"0.77: [{var:userDef}, *]",19,0.7732558139534884,0.5126903553299492,-1.0,-1.0,-1.0
"0.97: [{varDec:userDef}, *]",20,0.9709302325581395,0.8984771573604061,-1.0,-1.0,-1.0
