PQGram,Count
sprite:userDef|script|{doWait}|*|literal:userDef,4
"{doWait}|*|*|literal:userDef",2
sprite:userDef|script|{doWait}|literal:userDef|*|*|*,3
"{script}|receiveGo|doSwitchToCostume|doRepeat|doSwitchToCostume",1
"{script}|doWait|doSwitchToCostume",2
script|{doWait}|*|literal:userDef|*,2
"{doSwitchToCostume}|*|*|literal:userDef",1
"{doSwitchToCostume}|*|*|*|literal:userDef",9
"{script}|doWait|doSwitchToCostume",7
sprite:userDef|{script}|doWait|doSwitchToCostume|doWait,2
script|{doRepeat}|literal:userDef|script|*,1
"{doSwitchToCostume}|literal:userDef|*|*",9
"*|{snapshot}|*|*|*|stage:userDef",1
script|{doWait}|*|*|literal:userDef,2
script|{doSwitchToCostume}|*|literal:userDef|*,10
"{doSwitchToCostume}|*|literal:userDef|*",1
script|{doWait}|*|literal:userDef,1
sprite:userDef|script|{doSwitchToCostume}|literal:userDef|*|*|*,9
doRepeat|{script}|doSwitchToCostume,1
sprite:userDef|script|{doRepeat}|*|*|literal:userDef|script,1
script|{doWait}|literal:userDef|*,1
"{sprite:userDef}|script",1
script|doRepeat|{script}|*|*|doSwitchToCostume|doWait,1
"{doWait}|*|literal:userDef|*",2
"{doSwitchToCostume}|*|literal:userDef|*",10
stage:userDef|{sprite:userDef}|script|*|*,1
script|{doWait}|literal:userDef|*|*|*,1
"{doSwitchToCostume}|*|*|literal:userDef|*",9
"{script}|*|*|receiveGo",1
stage:userDef|{sprite:userDef}|*|script,1
sprite:userDef|{script}|doSwitchToCostume|doWait,7
script|{doSwitchToCostume}|literal:userDef|*|*|*,2
script|doWait|{literal:userDef}|*|*|*,1
"*|snapshot|{varDec:userDef}|*|*|*|*",1
"{script}|doWait|doSwitchToCostume|doWait",1
sprite:userDef|{script}|doSwitchToCostume|doRepeat|doSwitchToCostume|doWait,1
script|{doSwitchToCostume}|literal:userDef,6
sprite:userDef|script|{doWait}|literal:userDef,5
"*|{snapshot}|*|stage:userDef|varDec:userDef",1
stage:userDef|{sprite:userDef}|*|*|*|script,1
"{doSwitchToCostume}|*|literal:userDef|*|*",10
snapshot|stage:userDef|{sprite:userDef}|*|script|*,1
script|{doSwitchToCostume}|literal:userDef,11
sprite:userDef|script|{doSwitchToCostume}|literal:userDef|*|*,1
script|{doSwitchToCostume}|literal:userDef,1
stage:userDef|{sprite:userDef}|script|*|*|*,1
"{doWait}|literal:userDef|*|*|*",3
snapshot|stage:userDef|{sprite:userDef}|*|script,1
"{doSwitchToCostume}|*|literal:userDef",10
sprite:userDef|script|{doWait}|literal:userDef|*,4
stage:userDef|sprite:userDef|{script}|doWait,3
"{doSwitchToCostume}|*|literal:userDef",5
script|{doWait}|literal:userDef|*|*,3
doRepeat|{script}|*|doSwitchToCostume|doWait|doSwitchToCostume,1
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|doWait|doSwitchToCostume,2
"{doWait}|literal:userDef|*|*",1
script|{doSwitchToCostume}|literal:userDef|*|*|*,6
"*|{snapshot}|stage:userDef|varDec:userDef",1
"{sprite:userDef}|*|*|script",1
sprite:userDef|{script}|*|receiveGo|doSwitchToCostume,1
sprite:userDef|{script}|doSwitchToCostume|doWait|doSwitchToCostume,7
sprite:userDef|{script}|doWait|doSwitchToCostume,1
"{doSwitchToCostume}|*|*|literal:userDef",10
script|{doSwitchToCostume}|literal:userDef|*|*,11
"{script}|*|doSwitchToCostume",1
sprite:userDef|script|{doSwitchToCostume}|literal:userDef,7
sprite:userDef|{script}|doSwitchToCostume|doWait|doSwitchToCostume|doWait,4
sprite:userDef|script|{doSwitchToCostume}|*|literal:userDef|*,2
"{script}|doSwitchToCostume|doWait|doSwitchToCostume|*",2
script|{doSwitchToCostume}|*|*|literal:userDef|*,6
"{doSwitchToCostume}|literal:userDef",7
script|{doSwitchToCostume}|literal:userDef|*,10
sprite:userDef|{script}|doWait,5
"{doWait}|*|literal:userDef",5
script|{doSwitchToCostume}|*|*|literal:userDef,3
snapshot|{varDec:userDef}|*,1
script|{doWait}|*|literal:userDef|*|*,8
"*|{snapshot}|varDec:userDef|*|*",1
stage:userDef|sprite:userDef|{script}|doWait|doSwitchToCostume,4
"{snapshot}|*|stage:userDef|varDec:userDef",1
"*|snapshot|{stage:userDef}|sprite:userDef|*",1
stage:userDef|sprite:userDef|{script}|doSwitchToCostume,8
"{doWait}|literal:userDef|*|*|*",7
"{doWait}|literal:userDef|*",5
"{doSwitchToCostume}|literal:userDef|*|*|*",2
sprite:userDef|script|{doWait}|*|*|*|literal:userDef,6
"*|snapshot|{stage:userDef}|*|*|sprite:userDef",1
sprite:userDef|script|{doSwitchToCostume}|*|literal:userDef,8
"{script}|doSwitchToCostume|doWait",1
doWait|{literal:userDef}|*,1
doRepeat|script|{doSwitchToCostume}|literal:userDef|*|*|*,1
"{script}|receiveGo",1
"{script}|doSwitchToCostume|doWait",6
script|{doSwitchToCostume}|literal:userDef|*,1
script|{doSwitchToCostume}|*|*|*|literal:userDef,10
"{sprite:userDef}|*|script",1
sprite:userDef|script|{doSwitchToCostume}|*|*|literal:userDef|*,9
"{script}|doSwitchToCostume|doWait|doSwitchToCostume",8
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|doWait,7
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|doWait|doSwitchToCostume,6
sprite:userDef|script|{doSwitchToCostume}|literal:userDef|*|*,9
"{doWait}|literal:userDef",3
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|*|*,1
script|{doRepeat}|script|*|*,1
"{script}|doSwitchToCostume",8
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|doWait,3
"{script}|doSwitchToCostume|doRepeat",1
sprite:userDef|script|{doWait}|*|literal:userDef|*,3
"{doSwitchToCostume}|literal:userDef|*|*",4
script|doRepeat|{script}|doSwitchToCostume|*,1
doRepeat|{script}|doSwitchToCostume|*,1
sprite:userDef|script|{doSwitchToCostume}|literal:userDef|*,1
sprite:userDef|{script}|doSwitchToCostume,2
script|{doWait}|literal:userDef|*,5
"{doSwitchToCostume}|*|literal:userDef|*",5
stage:userDef|{sprite:userDef}|script,1
script|{doSwitchToCostume}|*|literal:userDef,5
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|doWait|doSwitchToCostume|doWait,3
sprite:userDef|script|{doSwitchToCostume}|*|*|*|literal:userDef,4
script|{doWait}|literal:userDef,5
"{doSwitchToCostume}|*|literal:userDef|*|*",6
script|{doRepeat}|*|*|literal:userDef,1
"{doWait}|*|*|*|literal:userDef",3
sprite:userDef|{script}|doSwitchToCostume|doWait,2
"*|{snapshot}|stage:userDef",1
script|{doWait}|*|*|literal:userDef|*,1
sprite:userDef|{script}|doSwitchToCostume,7
script|{doSwitchToCostume}|*|literal:userDef|*,6
stage:userDef|sprite:userDef|{script}|doSwitchToCostume|*,1
"{doSwitchToCostume}|*|*|literal:userDef|*",2
script|doRepeat|{script}|doSwitchToCostume|*|*|*,1
"{script}|doSwitchToCostume",1
"{script}|doWait",2
sprite:userDef|{script}|doSwitchToCostume,4
sprite:userDef|script|{doSwitchToCostume}|*|literal:userDef|*|*,1
script|{doSwitchToCostume}|*|literal:userDef|*|*,2
sprite:userDef|{script}|doWait|doSwitchToCostume,6
"*|*|{snapshot}|stage:userDef|varDec:userDef|*",1
script|{doWait}|*|literal:userDef,5
sprite:userDef|script|{doSwitchToCostume}|*|literal:userDef|*|*,3
"{doSwitchToCostume}|literal:userDef|*|*",5
stage:userDef|sprite:userDef|{script}|*|receiveGo|doSwitchToCostume,1
sprite:userDef|{script}|doSwitchToCostume,9
sprite:userDef|{script}|doWait,2
sprite:userDef|script|{doSwitchToCostume}|*|*|*|literal:userDef,1
"{doRepeat}|*|literal:userDef|script|*",1
"{receiveGo}|*|*",1
script|{doSwitchToCostume}|literal:userDef|*|*,4
"{doWait}|*|literal:userDef|*",7
snapshot|stage:userDef|{sprite:userDef}|script|*|*,1
sprite:userDef|script|{doSwitchToCostume}|*|literal:userDef|*|*,9
script|{doWait}|literal:userDef|*,6
sprite:userDef|{script}|doWait,7
"{literal:userDef}|*",1
"*|snapshot|{stage:userDef}|*|sprite:userDef",1
sprite:userDef|{script}|doSwitchToCostume|doWait,3
sprite:userDef|script|{doWait}|literal:userDef|*,1
sprite:userDef|{script}|doSwitchToCostume|*|*,1
"{doWait}|literal:userDef|*",2
"{doWait}|*|*|*|literal:userDef",6
"{script}|doSwitchToCostume",7
sprite:userDef|script|{doRepeat}|script|*|*|*,1
stage:userDef|sprite:userDef|{script}|doWait|doSwitchToCostume|doWait,3
stage:userDef|sprite:userDef|{script}|doWait|doSwitchToCostume|doWait|doSwitchToCostume,5
"{doSwitchToCostume}|*|*|literal:userDef",6
script|{doWait}|literal:userDef,7
"{doSwitchToCostume}|literal:userDef|*|*|*",9
sprite:userDef|script|{doSwitchToCostume}|*|literal:userDef,1
sprite:userDef|{script}|doWait|doSwitchToCostume|doWait|doSwitchToCostume,3
script|{doSwitchToCostume}|*|*|literal:userDef,6
sprite:userDef|script|{doWait}|*|literal:userDef|*|*,3
sprite:userDef|script|{doSwitchToCostume}|literal:userDef,8
sprite:userDef|script|{doWait}|literal:userDef,1
script|{doSwitchToCostume}|*|*|literal:userDef|*,2
"{doWait}|literal:userDef|*",7
stage:userDef|sprite:userDef|{script}|doWait|doSwitchToCostume|*,1
"*|snapshot|{stage:userDef}|*|*|*|sprite:userDef",1
stage:userDef|sprite:userDef|{script}|doSwitchToCostume,3
sprite:userDef|{script}|doWait|doSwitchToCostume|doWait|doSwitchToCostume,4
sprite:userDef|script|{doSwitchToCostume}|*|*|literal:userDef,6
"{doWait}|*|*|literal:userDef|*",7
"{doSwitchToCostume}|*|*|literal:userDef|*",6
