,,,,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear100 object at 0x128767450>,3,3,0.7164179104477612,0.6206896551724138,0.6557377049180327,0.40909090909090906,0.7222222222222223,0.7317073170731707,0.810126582278481,0.7380952380952381,0.7384615384615385,0.7560975609756098,0.5714285714285715,0.6666666666666667,0.5925925925925927,0.6666666666666666,0.48000000000000004,0.43478260869565216,0.25,0.3157894736842105,0.5517241379310345,0.6666666666666666,0.4,0,0.5,0.3333333333333333,0.3157894736842105
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear100 object at 0x128767450>,3,4,0.7164179104477612,0.5964912280701754,0.6451612903225807,0.40909090909090906,0.7123287671232876,0.7317073170731707,0.8205128205128205,0.7380952380952381,0.787878787878788,0.7529411764705882,0.6153846153846153,0.631578947368421,0.5714285714285714,0.5806451612903226,0.48000000000000004,0.41666666666666663,0.25,0.3529411764705882,0.6206896551724139,0.6153846153846154,0.4,0,0.5,0.5714285714285715,0.2222222222222222
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,1,1,0.6774193548387096,0.509090909090909,0.6451612903225807,0.5217391304347826,0.6756756756756757,0.8,0.9047619047619048,0.7951807228915662,0.8181818181818182,0.744186046511628,0.5,0.5714285714285713,0.5714285714285714,0.7777777777777778,0.4242424242424242,0.33333333333333326,0.3636363636363636,0.5,0.5806451612903226,0.5833333333333334,0.3636363636363636,0,0.4000000000000001,0.5714285714285715,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,1,2,0.631578947368421,0.5517241379310345,0.6551724137931034,0.5660377358490566,0.6933333333333335,0.7692307692307694,0.9047619047619048,0.7951807228915662,0.7999999999999999,0.744186046511628,0.4444444444444445,0.55,0.5333333333333333,0.7999999999999999,0.41379310344827586,0.4210526315789474,0.4347826086956522,0.5,0.5625000000000001,0.6363636363636365,0.3333333333333333,0,0.26666666666666666,0.5,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,1,3,0.631578947368421,0.5185185185185185,0.5901639344262296,0.5106382978723405,0.7042253521126761,0.7179487179487181,0.9024390243902439,0.8095238095238095,0.8181818181818182,0.7294117647058823,0.5185185185185186,0.5714285714285713,0.6000000000000001,0.6842105263157895,0.3448275862068966,0.25000000000000006,0.34782608695652173,0.4,0.6451612903225806,0.608695652173913,0.3529411764705882,0,0.1818181818181818,0.5,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,1,4,0.6769230769230768,0.5263157894736843,0.5901639344262296,0.47826086956521735,0.6333333333333334,0.6666666666666667,0.8941176470588236,0.8,0.787878787878788,0.735632183908046,0.4615384615384615,0.6046511627906977,0.6451612903225806,0.7567567567567567,0.28571428571428575,0.25000000000000006,0.25,0.4705882352941177,0.5806451612903226,0.608695652173913,0.26666666666666666,0,0.16666666666666666,0.5714285714285715,0.19999999999999998
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,2,1,0.7605633802816902,0.4067796610169491,0.6333333333333334,0.4583333333333333,0.746268656716418,0.7857142857142858,0.7532467532467532,0.7674418604651162,0.7692307692307693,0.746987951807229,0.6206896551724138,0.5405405405405405,0.6428571428571429,0.6666666666666666,0.5,0.32,0.2105263157894737,0.3157894736842105,0.5185185185185186,0.6956521739130435,0.2,0,0.3636363636363636,0.4,0.2222222222222222
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,2,2,0.7605633802816902,0.4482758620689655,0.5714285714285715,0.40909090909090906,0.7384615384615384,0.7294117647058823,0.775,0.7586206896551724,0.7761194029850746,0.7594936708860759,0.6428571428571429,0.5263157894736842,0.5517241379310344,0.6470588235294118,0.5,0.32,0.2105263157894737,0.3529411764705882,0.5185185185185186,0.6666666666666666,0.3636363636363636,0,0.3333333333333333,0.3333333333333333,0.3
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,2,3,0.7428571428571429,0.5423728813559322,0.5818181818181818,0.4444444444444444,0.7246376811594203,0.7674418604651163,0.794871794871795,0.7529411764705882,0.7761194029850746,0.7560975609756098,0.5925925925925926,0.5263157894736842,0.5,0.6666666666666666,0.5517241379310345,0.33333333333333337,0.22222222222222224,0.3529411764705882,0.5384615384615384,0.6153846153846154,0.3636363636363636,0,0.3333333333333333,0.3333333333333333,0.3
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,2,4,0.7323943661971831,0.45161290322580644,0.6,0.3902439024390244,0.7272727272727273,0.7586206896551724,0.7532467532467532,0.7674418604651162,0.7575757575757576,0.7500000000000001,0.5925925925925926,0.5365853658536586,0.5,0.5714285714285715,0.5806451612903226,0.28571428571428564,0.2105263157894737,0.3333333333333333,0.5384615384615384,0.608695652173913,0.4,0,0.3333333333333333,0.5714285714285715,0.2105263157894737
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,3,1,0.7575757575757577,0.5925925925925927,0.6031746031746033,0.4545454545454546,0.7123287671232876,0.7073170731707317,0.794871794871795,0.7317073170731708,0.7692307692307693,0.7380952380952381,0.5925925925925926,0.6666666666666665,0.5925925925925927,0.6666666666666666,0.5714285714285715,0.4799999999999999,0.2105263157894737,0.3529411764705882,0.5333333333333333,0.6666666666666666,0.2222222222222222,0,0.5454545454545454,0.3333333333333333,0.3157894736842105
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,3,2,0.7761194029850748,0.5818181818181819,0.6666666666666666,0.40909090909090906,0.7123287671232876,0.7710843373493976,0.7894736842105263,0.7380952380952381,0.7500000000000001,0.7560975609756098,0.5925925925925926,0.6666666666666667,0.5925925925925927,0.6666666666666666,0.5,0.36363636363636365,0.2105263157894737,0.3529411764705882,0.5333333333333333,0.6666666666666666,0.4444444444444444,0,0.6666666666666666,0.3333333333333333,0.3157894736842105
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,3,3,0.7164179104477612,0.5964912280701754,0.6557377049180327,0.40909090909090906,0.7222222222222223,0.7160493827160495,0.810126582278481,0.7380952380952381,0.7384615384615385,0.7560975609756098,0.5925925925925926,0.6666666666666667,0.5384615384615384,0.6666666666666666,0.48000000000000004,0.43478260869565216,0.25,0.3157894736842105,0.5517241379310345,0.6956521739130435,0.4,0,0.5,0.3333333333333333,0.3157894736842105
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11511d810>,3,4,0.7058823529411765,0.6315789473684211,0.6229508196721312,0.40909090909090906,0.7123287671232876,0.7407407407407408,0.8205128205128205,0.7380952380952381,0.787878787878788,0.7529411764705882,0.5925925925925926,0.631578947368421,0.5925925925925927,0.5806451612903226,0.48000000000000004,0.41666666666666663,0.25,0.3529411764705882,0.6206896551724139,0.64,0.4,0,0.5,0.5714285714285715,0.2222222222222222
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,1,1,0.6774193548387096,0.5185185185185185,0.7000000000000001,0.5333333333333333,0.746268656716418,0.8780487804878049,0.8888888888888891,0.8139534883720931,0.835820895522388,0.8139534883720931,0.4545454545454545,0.5454545454545455,0.6206896551724138,0.7368421052631577,0.5,0.3529411764705882,0.37499999999999994,0.42857142857142855,0.6428571428571429,0.6666666666666666,0.5,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,1,2,0.6451612903225806,0.5283018867924529,0.7118644067796609,0.5106382978723405,0.7647058823529412,0.8571428571428572,0.9047619047619048,0.8139534883720931,0.8615384615384616,0.8139534883720931,0.4545454545454545,0.5454545454545455,0.6206896551724138,0.7777777777777778,0.4615384615384615,0.3529411764705882,0.37499999999999994,0.42857142857142855,0.6428571428571429,0.6666666666666666,0.4,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,1,3,0.6557377049180327,0.5185185185185185,0.6666666666666667,0.5306122448979592,0.7352941176470589,0.8433734939759037,0.9156626506024097,0.8,0.8615384615384616,0.8139534883720931,0.5454545454545455,0.4848484848484849,0.5925925925925927,0.7647058823529411,0.4615384615384615,0.37499999999999994,0.30769230769230765,0.4615384615384615,0.6206896551724139,0.6666666666666666,0.4,0,0.0,0.8,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,1,4,0.689655172413793,0.4999999999999999,0.6666666666666667,0.4897959183673469,0.7352941176470589,0.8139534883720929,0.891566265060241,0.8045977011494252,0.8484848484848486,0.7710843373493975,0.5454545454545455,0.4375,0.6428571428571429,0.7647058823529411,0.4615384615384615,0.37499999999999994,0.28571428571428575,0.4615384615384615,0.6666666666666665,0.5714285714285713,0.2222222222222222,0,0.0,0.6666666666666666,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,2,1,0.7575757575757577,0.5333333333333333,0.6557377049180327,0.5217391304347826,0.7575757575757577,0.7764705882352942,0.8205128205128205,0.7764705882352941,0.7812499999999999,0.7764705882352942,0.5925925925925926,0.65,0.5714285714285714,0.5945945945945946,0.4827586206896552,0.34782608695652173,0.23529411764705882,0.3333333333333333,0.5384615384615384,0.64,0.2,0,0.3636363636363636,0.3333333333333333,0.2222222222222222
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,2,2,0.7575757575757577,0.5084745762711865,0.576271186440678,0.42553191489361697,0.7164179104477612,0.7529411764705882,0.810126582278481,0.7764705882352941,0.7761194029850746,0.8095238095238095,0.5925925925925926,0.65,0.5517241379310344,0.6111111111111112,0.4666666666666666,0.33333333333333337,0.23529411764705882,0.3333333333333333,0.5384615384615384,0.6666666666666666,0.3636363636363636,0,0.3636363636363636,0.3333333333333333,0.2105263157894737
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,2,3,0.7692307692307692,0.49122807017543857,0.6206896551724138,0.39999999999999997,0.7323943661971831,0.7317073170731707,0.8205128205128205,0.761904761904762,0.787878787878788,0.8192771084337349,0.5384615384615385,0.5714285714285713,0.5185185185185186,0.6486486486486486,0.5333333333333333,0.33333333333333337,0.33333333333333326,0.3333333333333333,0.5185185185185186,0.6153846153846154,0.3636363636363636,0,0.5,0.3333333333333333,0.2105263157894737
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,2,4,0.7575757575757577,0.5172413793103449,0.6229508196721312,0.4347826086956522,0.6857142857142857,0.761904761904762,0.810126582278481,0.8,0.7575757575757576,0.7560975609756098,0.5384615384615385,0.5853658536585366,0.5384615384615384,0.5555555555555556,0.5,0.28571428571428564,0.22222222222222224,0.3333333333333333,0.5714285714285715,0.5833333333333334,0.4,0,0.4000000000000001,0.5714285714285715,0.2222222222222222
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,3,1,0.7878787878787877,0.6037735849056604,0.6229508196721312,0.43902439024390244,0.7222222222222223,0.7228915662650603,0.7894736842105263,0.7560975609756098,0.7692307692307693,0.7228915662650601,0.6153846153846153,0.6666666666666667,0.5714285714285714,0.6666666666666666,0.4827586206896552,0.4,0.2105263157894737,0.3157894736842105,0.5185185185185186,0.6153846153846154,0.1818181818181818,0,0.6153846153846154,0.3333333333333333,0.33333333333333326
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,3,2,0.7878787878787877,0.6037735849056604,0.5862068965517241,0.41860465116279066,0.7222222222222223,0.7857142857142858,0.7733333333333332,0.7560975609756098,0.7812499999999999,0.7500000000000001,0.5,0.6666666666666667,0.5185185185185186,0.6470588235294118,0.4444444444444445,0.36363636363636365,0.2105263157894737,0.3,0.5925925925925926,0.64,0.2,0,0.6153846153846154,0.3333333333333333,0.33333333333333326
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,3,3,0.7272727272727272,0.6153846153846154,0.6,0.380952380952381,0.7222222222222223,0.7228915662650603,0.7894736842105263,0.7560975609756098,0.7575757575757576,0.7341772151898733,0.56,0.65,0.5185185185185186,0.6470588235294118,0.4615384615384615,0.43478260869565216,0.22222222222222224,0.28571428571428575,0.5925925925925926,0.64,0.3636363636363636,0,0.6666666666666666,0.3333333333333333,0.3529411764705882
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x128b48110>,3,4,0.7352941176470588,0.6037735849056604,0.6451612903225807,0.380952380952381,0.7323943661971831,0.7294117647058823,0.8051948051948052,0.765432098765432,0.7575757575757576,0.7529411764705882,0.56,0.65,0.5714285714285714,0.5454545454545454,0.4444444444444445,0.41666666666666663,0.25,0.3333333333333333,0.6428571428571429,0.6153846153846154,0.2222222222222222,0,0.6666666666666666,0.3333333333333333,0.33333333333333326
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,1,1,0.7,0.5283018867924529,0.7118644067796609,0.3589743589743589,0.7042253521126761,0.8571428571428572,0.9024390243902439,0.8139534883720931,0.84375,0.8192771084337349,0.5454545454545455,0.5000000000000001,0.6666666666666666,0.6875000000000001,0.4615384615384615,0.26666666666666666,0.30769230769230765,0.42857142857142855,0.7199999999999999,0.7058823529411764,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,1,2,0.6984126984126984,0.5185185185185185,0.7000000000000001,0.3902439024390244,0.7042253521126761,0.8571428571428572,0.9024390243902439,0.8045977011494252,0.8615384615384616,0.8192771084337349,0.47619047619047616,0.5000000000000001,0.6666666666666666,0.6875000000000001,0.4615384615384615,0.14285714285714288,0.30769230769230765,0.42857142857142855,0.7199999999999999,0.7777777777777777,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,1,3,0.6557377049180327,0.5283018867924529,0.6666666666666666,0.5116279069767442,0.7042253521126761,0.8235294117647058,0.9156626506024097,0.8045977011494252,0.8615384615384616,0.8292682926829269,0.47619047619047616,0.4242424242424242,0.6428571428571429,0.6875000000000001,0.4615384615384615,0.0,0.30769230769230765,0.4615384615384615,0.6923076923076924,0.7058823529411764,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,1,4,0.6666666666666666,0.5454545454545454,0.6440677966101696,0.5116279069767442,0.7246376811594203,0.8139534883720929,0.9156626506024097,0.7906976744186046,0.8615384615384616,0.8292682926829269,0.47619047619047616,0.4705882352941177,0.689655172413793,0.6875000000000001,0.4615384615384615,0.0,0.30769230769230765,0.4615384615384615,0.6666666666666665,0.7,0.0,0,0.0,0.8,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,2,1,0.7761194029850748,0.5517241379310345,0.6774193548387097,0.4888888888888889,0.7575757575757577,0.7951807228915663,0.8354430379746834,0.8372093023255814,0.8787878787878788,0.8275862068965517,0.5,0.6486486486486486,0.6666666666666666,0.7567567567567567,0.5161290322580646,0.3157894736842105,0.25,0.42857142857142855,0.5925925925925926,0.8000000000000002,0.2857142857142857,0,0.28571428571428575,0.5,0.15384615384615385
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,2,2,0.7761194029850748,0.5517241379310345,0.6557377049180327,0.5454545454545455,0.7352941176470589,0.7901234567901235,0.8354430379746834,0.8139534883720931,0.8529411764705881,0.8470588235294116,0.56,0.6486486486486486,0.6923076923076924,0.7222222222222222,0.5333333333333333,0.25000000000000006,0.26666666666666666,0.4,0.5925925925925926,0.8000000000000002,0.2857142857142857,0,0.28571428571428575,0.5,0.15384615384615385
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,2,3,0.7761194029850748,0.5423728813559322,0.6666666666666666,0.5333333333333333,0.7352941176470589,0.7764705882352942,0.8311688311688312,0.8045977011494252,0.8656716417910448,0.8470588235294116,0.5,0.5555555555555556,0.6153846153846153,0.7428571428571428,0.5333333333333333,0.2222222222222222,0.26666666666666666,0.4,0.5925925925925926,0.8000000000000002,0.2857142857142857,0,0.28571428571428575,0.5,0.15384615384615385
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,2,4,0.7761194029850748,0.5000000000000001,0.6774193548387097,0.558139534883721,0.742857142857143,0.7764705882352942,0.8205128205128205,0.8181818181818183,0.8787878787878788,0.8505747126436782,0.5,0.5555555555555556,0.6153846153846153,0.6857142857142857,0.5333333333333333,0.2222222222222222,0.26666666666666666,0.42857142857142855,0.6153846153846153,0.8000000000000002,0.2857142857142857,0,0.28571428571428575,0.5,0.16666666666666669
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,3,1,0.7575757575757577,0.5964912280701754,0.6333333333333334,0.5652173913043479,0.7352941176470589,0.7380952380952381,0.8395061728395061,0.7804878048780488,0.835820895522388,0.7951807228915663,0.5,0.6842105263157896,0.6923076923076924,0.6250000000000001,0.6666666666666665,0.4210526315789474,0.25,0.3529411764705882,0.5384615384615384,0.7272727272727272,0.2857142857142857,0,0.5714285714285715,0.3333333333333333,0.26666666666666666
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,3,2,0.7647058823529413,0.6071428571428571,0.6333333333333334,0.5106382978723405,0.7246376811594203,0.7710843373493976,0.8395061728395061,0.7710843373493975,0.835820895522388,0.8095238095238095,0.56,0.6842105263157896,0.6923076923076924,0.6666666666666666,0.5599999999999999,0.380952380952381,0.26666666666666666,0.37499999999999994,0.5925925925925926,0.7272727272727272,0.25,0,0.5,0.4,0.26666666666666666
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,3,3,0.7384615384615385,0.6428571428571429,0.6206896551724138,0.5106382978723405,0.7246376811594203,0.761904761904762,0.8250000000000001,0.7710843373493975,0.8181818181818182,0.8,0.5,0.6842105263157896,0.6923076923076924,0.6666666666666666,0.6428571428571429,0.39999999999999997,0.26666666666666666,0.37499999999999994,0.6153846153846153,0.7272727272727272,0.25,0,0.5,0.4,0.26666666666666666
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x11511d5d0>,3,4,0.7384615384615385,0.6037735849056604,0.6440677966101696,0.4999999999999999,0.7142857142857143,0.7674418604651163,0.8250000000000001,0.7710843373493975,0.8307692307692308,0.8139534883720931,0.5,0.6486486486486486,0.6428571428571429,0.6666666666666666,0.6153846153846153,0.39999999999999997,0.26666666666666666,0.37499999999999994,0.5925925925925926,0.7272727272727272,0.25,0,0.28571428571428575,0.5714285714285715,0.14285714285714288
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x128c1ea90>,1,1,0.509090909090909,0.46808510638297873,0.5833333333333333,0.3157894736842105,0.634920634920635,0.8705882352941177,0.9156626506024097,0.8314606741573034,0.8787878787878788,0.8536585365853658,0.4,0.42857142857142855,0.5,0.5925925925925926,0.4,0.0,0.0,0.0,0.15384615384615385,0.0,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x128c1ea90>,1,2,0.5818181818181818,0.46808510638297873,0.5416666666666666,0.23529411764705882,0.6562499999999999,0.8604651162790697,0.9285714285714285,0.8314606741573034,0.8615384615384616,0.8536585365853658,0.4,0.42857142857142855,0.5,0.5925925925925926,0.4,0.0,0.18181818181818182,0.0,0.15384615384615385,0.0,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x128c1ea90>,1,3,0.5925925925925926,0.46808510638297873,0.5416666666666666,0.23529411764705882,0.6451612903225806,0.8372093023255814,0.9411764705882352,0.8314606741573034,0.8615384615384616,0.8536585365853658,0.4,0.37037037037037035,0.5714285714285714,0.5384615384615385,0.4,0.0,0.18181818181818182,0.0,0.15384615384615385,0.0,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x128c1ea90>,1,4,0.5964912280701755,0.46808510638297873,0.5416666666666666,0.2285714285714286,0.6451612903225806,0.8505747126436782,0.9411764705882352,0.8314606741573034,0.8615384615384616,0.8536585365853658,0.4,0.3076923076923077,0.5714285714285714,0.5384615384615385,0.4761904761904762,0.0,0.18181818181818182,0.0,0.15384615384615385,0.0,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x128c1ea90>,2,1,0.7692307692307692,0.5098039215686274,0.6428571428571429,0.4878048780487804,0.7692307692307693,0.8604651162790697,0.875,0.8181818181818183,0.8787878787878788,0.8674698795180723,0.5833333333333334,0.6857142857142856,0.7407407407407408,0.6470588235294118,0.64,0.0,0.33333333333333337,0.6666666666666666,0.5,0.4285714285714285,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x128c1ea90>,2,2,0.7575757575757577,0.5283018867924529,0.631578947368421,0.5238095238095238,0.7575757575757577,0.8470588235294119,0.8888888888888891,0.8045977011494252,0.8923076923076922,0.8674698795180723,0.5833333333333334,0.6857142857142856,0.7407407407407408,0.6857142857142857,0.64,0.0,0.33333333333333337,0.6666666666666666,0.5,0.4285714285714285,0.0,0,0.0,0.0,0.0
0.1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x128c1ea90>,2,3,0.7575757575757577,0.5283018867924529,0.5964912280701754,0.5238095238095238,0.7575757575757577,0.8470588235294119,0.875,0.8045977011494252,0.8923076923076922,0.8674698795180723,0.5833333333333334,0.6857142857142856,0.7692307692307692,0.6857142857142857,0.64,0.0,0.33333333333333337,0.6666666666666666,0.5,0.4615384615384615,0.0,0,0.0,0.0,0.0
