name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.11: [{direction}, *]",0,0.11267605633802817,0,-1.0,-1.0,-1.0
"0.75: [{evaluateCustomBlock:userDef}, *]",1,0.7464788732394366,0.46308724832214765,-1.0,-1.0,-1.0
"0.42: [{getCostumeIdx}, *]",2,0.4225352112676056,0.18120805369127516,-1.0,-1.0,-1.0
"0.11: [{getScale}, *]",3,0.11267605633802817,0,-1.0,-1.0,-1.0
"0.13: [{getTimer}, *]",4,0.1267605633802817,0,-1.0,-1.0,-1.0
"0.59: [{literal:Stage}, *]",5,0.5915492957746479,0.40939597315436244,-1.0,-1.0,-1.0
"0.37: [{literal:all}, *]",6,0.36619718309859156,0.37583892617449666,-1.0,-1.0,-1.0
"0.38: [{literal:back}, *]",7,0.38028169014084506,0.19798657718120805,-1.0,-1.0,-1.0
"0.34: [{literal:brightness}, *]",8,0.3380281690140845,0.14093959731543623,-1.0,-1.0,-1.0
"0.28: [{literal:color}, *]",9,0.28169014084507044,0.19463087248322147,-1.0,-1.0,-1.0
"0.35: [{literal:down arrow}, *]",10,0.352112676056338,0.29194630872483224,-1.0,-1.0,-1.0
"0.69: [{literal:ghost}, *]",11,0.6901408450704225,0.3221476510067114,-1.0,-1.0,-1.0
"0.93: [{literal:left arrow}, *]",12,0.9295774647887324,0.3825503355704698,-1.0,-1.0,-1.0
"0.42: [{literal:mouse-pointer}, *]",13,0.4225352112676056,0.28859060402684567,-1.0,-1.0,-1.0
"0.54: [{literal:myself}, *]",14,0.5352112676056338,0.35906040268456374,-1.0,-1.0,-1.0
"0.93: [{literal:right arrow}, *]",15,0.9295774647887324,0.38926174496644295,-1.0,-1.0,-1.0
"0.52: [{literal:space}, *]",16,0.5211267605633803,0.38926174496644295,-1.0,-1.0,-1.0
"0.90: [{literal:up arrow}, *]",17,0.9014084507042254,0.33221476510067116,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",18,1.0,0.9932885906040269,-1.0,-1.0,-1.0
"0.38: [{reportMouseDown}, *]",19,0.38028169014084506,0.1476510067114094,-1.0,-1.0,-1.0
"0.27: [{reportMouseX}, *]",20,0.2676056338028169,0.13087248322147652,-1.0,-1.0,-1.0
"0.25: [{reportMouseY}, *]",21,0.2535211267605634,0,-1.0,-1.0,-1.0
"0.62: [{script}, *]",22,0.6197183098591549,0.4664429530201342,-1.0,-1.0,-1.0
"0.97: [{var:userDef}, *]",23,0.971830985915493,0.587248322147651,-1.0,-1.0,-1.0
"0.99: [{varDec:userDef}, *]",24,0.9859154929577465,0.9194630872483222,-1.0,-1.0,-1.0
"0.63: [{xPosition}, *]",25,0.6338028169014085,0.24161073825503357,-1.0,-1.0,-1.0
"0.69: [{yPosition}, *]",26,0.6901408450704225,0.2348993288590604,-1.0,-1.0,-1.0
"0.11: [script, {bounceOffEdge}, *]",27,0.11267605633802817,0.18791946308724833,-1.0,-1.0,-1.0
"0.15: [script, {clear}, *]",28,0.15492957746478872,0,-1.0,-1.0,-1.0
"0.28: [script, {clearEffects}, *]",29,0.28169014084507044,0.18456375838926176,-1.0,-1.0,-1.0
"0.21: [script, {doResetTimer}, *]",30,0.2112676056338028,0,-1.0,-1.0,-1.0
"0.34: [script, {doStopAllSounds}, *]",31,0.3380281690140845,0.18120805369127516,-1.0,-1.0,-1.0
"0.73: [script, {doWearNextCostume}, *]",32,0.7323943661971831,0.4261744966442953,-1.0,-1.0,-1.0
"0.70: [script, {evaluateCustomBlock:userDef}, *]",33,0.704225352112676,0.4395973154362416,-1.0,-1.0,-1.0
"0.37: [reportEquals, {getCostumeIdx}, *]",34,0.36619718309859156,0.14093959731543623,-1.0,-1.0,-1.0
"0.97: [script, {hide}, *]",35,0.971830985915493,0.7483221476510067,-1.0,-1.0,-1.0
"0.18: [reportAttributeOf, {literal:Stage}, *]",36,0.18309859154929578,0.12751677852348994,-1.0,-1.0,-1.0
"0.23: [reportMonadic, {literal:abs}, *]",37,0.22535211267605634,0,-1.0,-1.0,-1.0
"0.28: [reportKeyPressed, {literal:down arrow}, *]",38,0.28169014084507044,0.21140939597315436,-1.0,-1.0,-1.0
"0.32: [reportTouchingObject, {literal:edge}, *]",39,0.323943661971831,0.1912751677852349,-1.0,-1.0,-1.0
"0.87: [reportKeyPressed, {literal:left arrow}, *]",40,0.8732394366197183,0.28859060402684567,-1.0,-1.0,-1.0
"0.35: [reportTouchingObject, {literal:mouse-pointer}, *]",41,0.352112676056338,0.18456375838926176,-1.0,-1.0,-1.0
"0.87: [reportKeyPressed, {literal:right arrow}, *]",42,0.8732394366197183,0.29194630872483224,-1.0,-1.0,-1.0
"0.42: [reportKeyPressed, {literal:space}, *]",43,0.4225352112676056,0.1912751677852349,-1.0,-1.0,-1.0
"0.83: [reportKeyPressed, {literal:up arrow}, *]",44,0.8309859154929577,0.24161073825503357,-1.0,-1.0,-1.0
"0.79: [reportProduct, {literal:userDef}, *]",45,0.7887323943661971,0.24496644295302014,-1.0,-1.0,-1.0
