cochangescore,"{'f1': 0.703448275862069, 'recall': 0.6986301369863014, 'precision': 0.7083333333333334}"
keymove,"{'f1': 0.8621553884711779, 'recall': 0.8730964467005076, 'precision': 0.8514851485148515}"
jump,"{'f1': 0.6625766871165645, 'recall': 0.6666666666666666, 'precision': 0.6585365853658537}"
movetomouse,"{'f1': 0.45871559633027525, 'recall': 0.5102040816326531, 'precision': 0.4166666666666667}"
costopall,"{'f1': 0.14285714285714285, 'recall': 0.2, 'precision': 0.1111111111111111}"
