name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.54: [{evaluateCustomBlock:userDef}, *]",0,0.5389221556886228,0.4603960396039604,-1.0,-1.0,-1.0
"0.23: [{getCostumeIdx}, *]",1,0.23353293413173654,0.18811881188118812,-1.0,-1.0,-1.0
"0.49: [{literal:Stage}, *]",2,0.49101796407185627,0.38613861386138615,-1.0,-1.0,-1.0
"0.44: [{literal:all}, *]",3,0.4431137724550898,0.3217821782178218,-1.0,-1.0,-1.0
"0.25: [{literal:back}, *]",4,0.24550898203592814,0.21287128712871287,-1.0,-1.0,-1.0
"0.19: [{literal:brightness}, *]",5,0.19161676646706588,0.1485148514851485,-1.0,-1.0,-1.0
"0.22: [{literal:color}, *]",6,0.2215568862275449,0.19801980198019803,-1.0,-1.0,-1.0
"0.56: [{literal:down arrow}, *]",7,0.5568862275449101,0.10891089108910891,-1.0,-1.0,-1.0
"0.43: [{literal:ghost}, *]",8,0.4311377245508982,0.3069306930693069,-1.0,-1.0,-1.0
"0.89: [{literal:left arrow}, *]",9,0.8922155688622755,0.1485148514851485,-1.0,-1.0,-1.0
"0.29: [{literal:mouse-pointer}, *]",10,0.2874251497005988,0.3217821782178218,-1.0,-1.0,-1.0
"0.89: [{literal:right arrow}, *]",11,0.8922155688622755,0.15841584158415842,-1.0,-1.0,-1.0
"0.53: [{literal:space}, *]",12,0.5269461077844312,0.3118811881188119,-1.0,-1.0,-1.0
"0.80: [{literal:up arrow}, *]",13,0.7964071856287425,0.13366336633663367,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",14,1.0,0.9900990099009901,-1.0,-1.0,-1.0
"0.22: [{reportMouseDown}, *]",15,0.2215568862275449,0.16336633663366337,-1.0,-1.0,-1.0
"0.16: [{reportMouseX}, *]",16,0.15568862275449102,0.15346534653465346,-1.0,-1.0,-1.0
"0.14: [{reportMouseY}, *]",17,0.1377245508982036,0.1188118811881188,-1.0,-1.0,-1.0
"0.50: [{script}, *]",18,0.49700598802395207,0.47029702970297027,-1.0,-1.0,-1.0
"0.77: [{var:userDef}, *]",19,0.7664670658682635,0.5247524752475248,-1.0,-1.0,-1.0
"0.86: [{varMenu:userDef}, *]",20,0.8622754491017964,0.6287128712871287,-1.0,-1.0,-1.0
"0.40: [{xPosition}, *]",21,0.39520958083832336,0.2079207920792079,-1.0,-1.0,-1.0
"0.40: [{yPosition}, *]",22,0.40119760479041916,0.20297029702970298,-1.0,-1.0,-1.0
"0.16: [script, {bounceOffEdge}, *]",23,0.16167664670658682,0.16831683168316833,-1.0,-1.0,-1.0
"0.11: [script, {clear}, *]",24,0.10778443113772455,0,-1.0,-1.0,-1.0
"0.17: [script, {clearEffects}, *]",25,0.16766467065868262,0.18811881188118812,-1.0,-1.0,-1.0
"0.15: [script, {doResetTimer}, *]",26,0.1497005988023952,0,-1.0,-1.0,-1.0
"0.21: [script, {doStopAllSounds}, *]",27,0.20958083832335328,0.1782178217821782,-1.0,-1.0,-1.0
"0.49: [script, {doWearNextCostume}, *]",28,0.49101796407185627,0.43564356435643564,-1.0,-1.0,-1.0
"0.51: [script, {evaluateCustomBlock:userDef}, *]",29,0.5089820359281437,0.4207920792079208,-1.0,-1.0,-1.0
"0.19: [reportEquals, {getCostumeIdx}, *]",30,0.18562874251497005,0.15346534653465346,-1.0,-1.0,-1.0
"0.84: [script, {hide}, *]",31,0.844311377245509,0.7376237623762376,-1.0,-1.0,-1.0
"0.18: [reportAttributeOf, {literal:Stage}, *]",32,0.17964071856287425,0,-1.0,-1.0,-1.0
"0.42: [reportKeyPressed, {literal:down arrow}, *]",33,0.41916167664670656,0,-1.0,-1.0,-1.0
"0.35: [reportTouchingObject, {literal:edge}, *]",34,0.3473053892215569,0,-1.0,-1.0,-1.0
"0.75: [reportKeyPressed, {literal:left arrow}, *]",35,0.7485029940119761,0,-1.0,-1.0,-1.0
"0.22: [reportTouchingObject, {literal:mouse-pointer}, *]",36,0.2215568862275449,0.19801980198019803,-1.0,-1.0,-1.0
"0.74: [reportKeyPressed, {literal:right arrow}, *]",37,0.7425149700598802,0,-1.0,-1.0,-1.0
"0.35: [reportKeyPressed, {literal:space}, *]",38,0.3532934131736527,0.13861386138613863,-1.0,-1.0,-1.0
"0.65: [reportKeyPressed, {literal:up arrow}, *]",39,0.6526946107784432,0,-1.0,-1.0,-1.0
"0.42: [reportProduct, {literal:userDef}, *]",40,0.41916167664670656,0.2376237623762376,-1.0,-1.0,-1.0
