name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.14: [{direction}, *]",0,0.14084507042253522,0,-1.0,-1.0,-1.0
"0.75: [{evaluateCustomBlock:userDef}, *]",1,0.7464788732394366,0.4798657718120805,-1.0,-1.0,-1.0
"0.45: [{getCostumeIdx}, *]",2,0.4507042253521127,0.18120805369127516,-1.0,-1.0,-1.0
"0.11: [{getScale}, *]",3,0.11267605633802817,0,-1.0,-1.0,-1.0
"0.11: [{getTimer}, *]",4,0.11267605633802817,0,-1.0,-1.0,-1.0
"0.58: [{literal:Stage}, *]",5,0.5774647887323944,0.40268456375838924,-1.0,-1.0,-1.0
"0.35: [{literal:all}, *]",6,0.352112676056338,0.38926174496644295,-1.0,-1.0,-1.0
"0.38: [{literal:back}, *]",7,0.38028169014084506,0.1912751677852349,-1.0,-1.0,-1.0
"0.32: [{literal:brightness}, *]",8,0.323943661971831,0.1342281879194631,-1.0,-1.0,-1.0
"0.25: [{literal:color}, *]",9,0.2535211267605634,0.1912751677852349,-1.0,-1.0,-1.0
"0.37: [{literal:down arrow}, *]",10,0.36619718309859156,0.2986577181208054,-1.0,-1.0,-1.0
"0.68: [{literal:ghost}, *]",11,0.676056338028169,0.30201342281879195,-1.0,-1.0,-1.0
"0.93: [{literal:left arrow}, *]",12,0.9295774647887324,0.3926174496644295,-1.0,-1.0,-1.0
"0.41: [{literal:mouse-pointer}, *]",13,0.4084507042253521,0.29194630872483224,-1.0,-1.0,-1.0
"0.54: [{literal:myself}, *]",14,0.5352112676056338,0.34563758389261745,-1.0,-1.0,-1.0
"0.93: [{literal:right arrow}, *]",15,0.9295774647887324,0.39932885906040266,-1.0,-1.0,-1.0
"0.52: [{literal:space}, *]",16,0.5211267605633803,0.3959731543624161,-1.0,-1.0,-1.0
"0.90: [{literal:up arrow}, *]",17,0.9014084507042254,0.33557046979865773,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",18,1.0,0.9966442953020134,-1.0,-1.0,-1.0
"0.37: [{reportMouseDown}, *]",19,0.36619718309859156,0.14429530201342283,-1.0,-1.0,-1.0
"0.28: [{reportMouseX}, *]",20,0.28169014084507044,0.1174496644295302,-1.0,-1.0,-1.0
"0.27: [{reportMouseY}, *]",21,0.2676056338028169,0,-1.0,-1.0,-1.0
"0.58: [{script}, *]",22,0.5774647887323944,0.4865771812080537,-1.0,-1.0,-1.0
"0.93: [{var:userDef}, *]",23,0.9295774647887324,0.5671140939597316,-1.0,-1.0,-1.0
"0.99: [{varDec:userDef}, *]",24,0.9859154929577465,0.9228187919463087,-1.0,-1.0,-1.0
"0.63: [{xPosition}, *]",25,0.6338028169014085,0.23154362416107382,-1.0,-1.0,-1.0
"0.69: [{yPosition}, *]",26,0.6901408450704225,0.2181208053691275,-1.0,-1.0,-1.0
"0.15: [script, {clear}, *]",27,0.15492957746478872,0,-1.0,-1.0,-1.0
"0.23: [script, {clearEffects}, *]",28,0.22535211267605634,0.17785234899328858,-1.0,-1.0,-1.0
"0.32: [script, {doStopAllSounds}, *]",29,0.323943661971831,0.18120805369127516,-1.0,-1.0,-1.0
"0.68: [script, {doWearNextCostume}, *]",30,0.676056338028169,0.40939597315436244,-1.0,-1.0,-1.0
"0.72: [script, {evaluateCustomBlock:userDef}, *]",31,0.7183098591549296,0.4463087248322148,-1.0,-1.0,-1.0
"0.11: [reportEquals, {evaluateCustomBlock:userDef}, *]",32,0.11267605633802817,0,-1.0,-1.0,-1.0
"0.38: [reportEquals, {getCostumeIdx}, *]",33,0.38028169014084506,0.14429530201342283,-1.0,-1.0,-1.0
"0.96: [script, {hide}, *]",34,0.9577464788732394,0.7516778523489933,-1.0,-1.0,-1.0
"0.17: [reportAttributeOf, {literal:Stage}, *]",35,0.16901408450704225,0.12416107382550336,-1.0,-1.0,-1.0
"0.24: [reportMonadic, {literal:abs}, *]",36,0.23943661971830985,0,-1.0,-1.0,-1.0
"0.28: [reportKeyPressed, {literal:down arrow}, *]",37,0.28169014084507044,0.2214765100671141,-1.0,-1.0,-1.0
"0.31: [reportTouchingObject, {literal:edge}, *]",38,0.30985915492957744,0.1912751677852349,-1.0,-1.0,-1.0
"0.85: [reportKeyPressed, {literal:left arrow}, *]",39,0.8450704225352113,0.30201342281879195,-1.0,-1.0,-1.0
"0.35: [reportTouchingObject, {literal:mouse-pointer}, *]",40,0.352112676056338,0.17785234899328858,-1.0,-1.0,-1.0
"0.85: [reportKeyPressed, {literal:right arrow}, *]",41,0.8450704225352113,0.3053691275167785,-1.0,-1.0,-1.0
"0.42: [reportKeyPressed, {literal:space}, *]",42,0.4225352112676056,0.20134228187919462,-1.0,-1.0,-1.0
"0.80: [reportKeyPressed, {literal:up arrow}, *]",43,0.8028169014084507,0.2483221476510067,-1.0,-1.0,-1.0
"0.77: [reportProduct, {literal:userDef}, *]",44,0.7746478873239436,0.23825503355704697,-1.0,-1.0,-1.0
"0.42: [reportAttributeOf, {literal:userDef}, *]",45,0.4225352112676056,0.2483221476510067,-1.0,-1.0,-1.0
"0.48: [reportDifference, {literal:userDef}, *]",46,0.4788732394366197,0.19463087248322147,-1.0,-1.0,-1.0
"0.86: [reportTouchingObject, {literal:userDef}, *]",47,0.8591549295774648,0.5067114093959731,-1.0,-1.0,-1.0
"0.55: [reportRandom, {literal:userDef}, *]",48,0.5492957746478874,0.4899328859060403,-1.0,-1.0,-1.0
"0.83: [reportLessThan, {literal:userDef}, *]",49,0.8309859154929577,0.42953020134228187,-1.0,-1.0,-1.0
"0.86: [reportEquals, {literal:userDef}, *]",50,0.8591549295774648,0.4798657718120805,-1.0,-1.0,-1.0
"0.46: [reportTouchingColor, {literal:userDef}, *]",51,0.4647887323943662,0.2348993288590604,-1.0,-1.0,-1.0
"0.14: [reportOr, {literal:userDef}, *]",52,0.14084507042253522,0,-1.0,-1.0,-1.0
"0.13: [reportListItem, {literal:userDef}, *]",53,0.1267605633802817,0,-1.0,-1.0,-1.0
"0.59: [reportKeyPressed, {literal:userDef}, *]",54,0.5915492957746479,0.2214765100671141,-1.0,-1.0,-1.0
"0.38: [reportSum, {literal:userDef}, *]",55,0.38028169014084506,0.16778523489932887,-1.0,-1.0,-1.0
"0.41: [reportQuotient, {literal:userDef}, *]",56,0.4084507042253521,0.13758389261744966,-1.0,-1.0,-1.0
"0.51: [script, {removeClone}, *]",57,0.5070422535211268,0.33221476510067116,-1.0,-1.0,-1.0
"0.13: [reportNot, {reportMouseDown}, *]",58,0.1267605633802817,0,-1.0,-1.0,-1.0
"0.28: [reportAnd, {reportMouseDown}, *]",59,0.28169014084507044,0,-1.0,-1.0,-1.0
"0.23: [reportLessThan, {reportMouseX}, *]",60,0.22535211267605634,0,-1.0,-1.0,-1.0
"0.17: [reportLessThan, {reportMouseY}, *]",61,0.16901408450704225,0,-1.0,-1.0,-1.0
"0.96: [script, {show}, *]",62,0.9577464788732394,0.7416107382550335,-1.0,-1.0,-1.0
"0.21: [reportMonadic, {var:userDef}, *]",63,0.2112676056338028,0,-1.0,-1.0,-1.0
"0.11: [reportListLength, {var:userDef}, *]",64,0.11267605633802817,0,-1.0,-1.0,-1.0
"0.76: [reportEquals, {var:userDef}, *]",65,0.7605633802816901,0.39932885906040266,-1.0,-1.0,-1.0
"0.34: [reportDifference, {var:userDef}, *]",66,0.3380281690140845,0.11409395973154363,-1.0,-1.0,-1.0
"0.20: [reportLetter, {var:userDef}, *]",67,0.19718309859154928,0,-1.0,-1.0,-1.0
"0.17: [reportListItem, {var:userDef}, *]",68,0.16901408450704225,0,-1.0,-1.0,-1.0
"0.35: [reportSum, {var:userDef}, *]",69,0.352112676056338,0.11073825503355705,-1.0,-1.0,-1.0
"0.39: [reportQuotient, {var:userDef}, *]",70,0.39436619718309857,0.1040268456375839,-1.0,-1.0,-1.0
"0.14: [reportStringSize, {var:userDef}, *]",71,0.14084507042253522,0,-1.0,-1.0,-1.0
"0.87: [reportLessThan, {var:userDef}, *]",72,0.8732394366197183,0.3624161073825503,-1.0,-1.0,-1.0
"0.77: [reportProduct, {var:userDef}, *]",73,0.7746478873239436,0.18456375838926176,-1.0,-1.0,-1.0
"0.52: [reportLessThan, {xPosition}, *]",74,0.5211267605633803,0.12416107382550336,-1.0,-1.0,-1.0
"0.13: [reportEquals, {xPosition}, *]",75,0.1267605633802817,0,-1.0,-1.0,-1.0
"0.15: [reportDifference, {yPosition}, *]",76,0.15492957746478872,0,-1.0,-1.0,-1.0
"0.13: [reportEquals, {yPosition}, *]",77,0.1267605633802817,0,-1.0,-1.0,-1.0
"0.49: [reportLessThan, {yPosition}, *]",78,0.49295774647887325,0.1476510067114094,-1.0,-1.0,-1.0
"0.21: [sprite:userDef, script, {clearEffects}, *]",79,0.2112676056338028,0.1610738255033557,-1.0,-1.0,-1.0
"0.14: [sprite:userDef, script, {doStopAllSounds}, *]",80,0.14084507042253522,0.13087248322147652,-1.0,-1.0,-1.0
"0.14: [doIf, script, {doStopAllSounds}, *]",81,0.14084507042253522,0,-1.0,-1.0,-1.0
"0.15: [doForever, script, {doWearNextCostume}, *]",82,0.15492957746478872,0.1174496644295302,-1.0,-1.0,-1.0
"0.30: [doRepeat, script, {doWearNextCostume}, *]",83,0.29577464788732394,0.1912751677852349,-1.0,-1.0,-1.0
