name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.15: [{direction}, *]",0,0.14705882352941177,0,-1.0,-1.0,-1.0
"0.75: [{evaluateCustomBlock:userDef}, *]",1,0.75,0.4584717607973422,-1.0,-1.0,-1.0
"0.44: [{getCostumeIdx}, *]",2,0.4411764705882353,0.16943521594684385,-1.0,-1.0,-1.0
"0.12: [{getScale}, *]",3,0.11764705882352941,0,-1.0,-1.0,-1.0
"0.12: [{getTimer}, *]",4,0.11764705882352941,0,-1.0,-1.0,-1.0
"0.57: [{literal:Stage}, *]",5,0.5735294117647058,0.40863787375415284,-1.0,-1.0,-1.0
"0.38: [{literal:all}, *]",6,0.38235294117647056,0.37209302325581395,-1.0,-1.0,-1.0
"0.37: [{literal:back}, *]",7,0.36764705882352944,0.1893687707641196,-1.0,-1.0,-1.0
"0.32: [{literal:brightness}, *]",8,0.3235294117647059,0.1362126245847176,-1.0,-1.0,-1.0
"0.26: [{literal:color}, *]",9,0.2647058823529412,0.19933554817275748,-1.0,-1.0,-1.0
"0.37: [{literal:down arrow}, *]",10,0.36764705882352944,0.3089700996677741,-1.0,-1.0,-1.0
"0.68: [{literal:ghost}, *]",11,0.6764705882352942,0.3023255813953488,-1.0,-1.0,-1.0
"0.91: [{literal:left arrow}, *]",12,0.9117647058823529,0.4053156146179402,-1.0,-1.0,-1.0
"0.41: [{literal:mouse-pointer}, *]",13,0.4117647058823529,0.2757475083056478,-1.0,-1.0,-1.0
"0.56: [{literal:myself}, *]",14,0.5588235294117647,0.3488372093023256,-1.0,-1.0,-1.0
"0.91: [{literal:right arrow}, *]",15,0.9117647058823529,0.40863787375415284,-1.0,-1.0,-1.0
"0.54: [{literal:space}, *]",16,0.5441176470588235,0.3853820598006645,-1.0,-1.0,-1.0
"0.88: [{literal:up arrow}, *]",17,0.8823529411764706,0.3488372093023256,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",18,1.0,0.9933554817275747,-1.0,-1.0,-1.0
"0.38: [{reportMouseDown}, *]",19,0.38235294117647056,0.12956810631229235,-1.0,-1.0,-1.0
"0.28: [{reportMouseX}, *]",20,0.27941176470588236,0.11295681063122924,-1.0,-1.0,-1.0
"0.26: [{reportMouseY}, *]",21,0.2647058823529412,0,-1.0,-1.0,-1.0
"0.62: [{script}, *]",22,0.6176470588235294,0.4717607973421927,-1.0,-1.0,-1.0
"0.93: [{var:userDef}, *]",23,0.9264705882352942,0.5780730897009967,-1.0,-1.0,-1.0
"0.99: [{varDec:userDef}, *]",24,0.9852941176470589,0.920265780730897,-1.0,-1.0,-1.0
"0.63: [{xPosition}, *]",25,0.6323529411764706,0.23588039867109634,-1.0,-1.0,-1.0
"0.66: [{yPosition}, *]",26,0.6617647058823529,0.20930232558139536,-1.0,-1.0,-1.0
"0.12: [script, {bounceOffEdge}, *]",27,0.11764705882352941,0.18272425249169436,-1.0,-1.0,-1.0
"0.13: [script, {clear}, *]",28,0.1323529411764706,0,-1.0,-1.0,-1.0
"0.25: [script, {clearEffects}, *]",29,0.25,0.15282392026578073,-1.0,-1.0,-1.0
"0.32: [script, {doStopAllSounds}, *]",30,0.3235294117647059,0.17940199335548174,-1.0,-1.0,-1.0
"0.69: [script, {doWearNextCostume}, *]",31,0.6911764705882353,0.4219269102990033,-1.0,-1.0,-1.0
"0.71: [script, {evaluateCustomBlock:userDef}, *]",32,0.7058823529411765,0.42857142857142855,-1.0,-1.0,-1.0
"0.12: [reportEquals, {evaluateCustomBlock:userDef}, *]",33,0.11764705882352941,0,-1.0,-1.0,-1.0
"0.37: [reportEquals, {getCostumeIdx}, *]",34,0.36764705882352944,0.132890365448505,-1.0,-1.0,-1.0
"0.97: [script, {hide}, *]",35,0.9705882352941176,0.7508305647840532,-1.0,-1.0,-1.0
"0.18: [reportAttributeOf, {literal:Stage}, *]",36,0.17647058823529413,0.12956810631229235,-1.0,-1.0,-1.0
"0.22: [reportMonadic, {literal:abs}, *]",37,0.22058823529411764,0,-1.0,-1.0,-1.0
"0.31: [reportKeyPressed, {literal:down arrow}, *]",38,0.3088235294117647,0.22591362126245848,-1.0,-1.0,-1.0
"0.31: [reportTouchingObject, {literal:edge}, *]",39,0.3088235294117647,0.2159468438538206,-1.0,-1.0,-1.0
"0.10: [reportMonadic, {literal:floor}, *]",40,0.10294117647058823,0,-1.0,-1.0,-1.0
"0.84: [reportKeyPressed, {literal:left arrow}, *]",41,0.8382352941176471,0.3023255813953488,-1.0,-1.0,-1.0
"0.34: [reportTouchingObject, {literal:mouse-pointer}, *]",42,0.3382352941176471,0.17940199335548174,-1.0,-1.0,-1.0
"0.84: [reportKeyPressed, {literal:right arrow}, *]",43,0.8382352941176471,0.3023255813953488,-1.0,-1.0,-1.0
"0.10: [reportMonadic, {literal:sin}, *]",44,0.10294117647058823,0,-1.0,-1.0,-1.0
"0.44: [reportKeyPressed, {literal:space}, *]",45,0.4411764705882353,0.19601328903654486,-1.0,-1.0,-1.0
"0.79: [reportKeyPressed, {literal:up arrow}, *]",46,0.7941176470588235,0.2558139534883721,-1.0,-1.0,-1.0
"0.74: [reportProduct, {literal:userDef}, *]",47,0.7352941176470589,0.23255813953488372,-1.0,-1.0,-1.0
"0.46: [reportAttributeOf, {literal:userDef}, *]",48,0.45588235294117646,0.24916943521594684,-1.0,-1.0,-1.0
"0.49: [reportDifference, {literal:userDef}, *]",49,0.4852941176470588,0.19601328903654486,-1.0,-1.0,-1.0
"0.87: [reportTouchingObject, {literal:userDef}, *]",50,0.8676470588235294,0.5116279069767442,-1.0,-1.0,-1.0
"0.59: [reportRandom, {literal:userDef}, *]",51,0.5882352941176471,0.4883720930232558,-1.0,-1.0,-1.0
"0.81: [reportLessThan, {literal:userDef}, *]",52,0.8088235294117647,0.4152823920265781,-1.0,-1.0,-1.0
"0.88: [reportEquals, {literal:userDef}, *]",53,0.8823529411764706,0.48172757475083056,-1.0,-1.0,-1.0
"0.47: [reportTouchingColor, {literal:userDef}, *]",54,0.47058823529411764,0.23255813953488372,-1.0,-1.0,-1.0
"0.15: [reportOr, {literal:userDef}, *]",55,0.14705882352941177,0,-1.0,-1.0,-1.0
"0.13: [reportListItem, {literal:userDef}, *]",56,0.1323529411764706,0,-1.0,-1.0,-1.0
"0.59: [reportKeyPressed, {literal:userDef}, *]",57,0.5882352941176471,0.22591362126245848,-1.0,-1.0,-1.0
"0.38: [reportSum, {literal:userDef}, *]",58,0.38235294117647056,0.16279069767441862,-1.0,-1.0,-1.0
"0.41: [reportQuotient, {literal:userDef}, *]",59,0.4117647058823529,0.13953488372093023,-1.0,-1.0,-1.0
"0.54: [script, {removeClone}, *]",60,0.5441176470588235,0.33222591362126247,-1.0,-1.0,-1.0
"0.12: [reportNot, {reportMouseDown}, *]",61,0.11764705882352941,0,-1.0,-1.0,-1.0
"0.10: [reportOr, {reportMouseDown}, *]",62,0.10294117647058823,0,-1.0,-1.0,-1.0
"0.29: [reportAnd, {reportMouseDown}, *]",63,0.29411764705882354,0,-1.0,-1.0,-1.0
"0.22: [reportLessThan, {reportMouseX}, *]",64,0.22058823529411764,0,-1.0,-1.0,-1.0
"0.18: [reportLessThan, {reportMouseY}, *]",65,0.17647058823529413,0,-1.0,-1.0,-1.0
"0.96: [script, {show}, *]",66,0.9558823529411765,0.7308970099667774,-1.0,-1.0,-1.0
