,,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
0.1,0.2,0.37209302325581395,0.48888888888888893,0.5,0.5116279069767442,0.6181818181818182,0.7948717948717948,0.8205128205128205,0.7435897435897437,0.835820895522388,0.7777777777777778,0.5,0.7368421052631577,0.6206896551724139,0.5238095238095238,0.6060606060606061,0.41666666666666663,0.25,0.4615384615384615,0.6923076923076924,0.6,0.5,0,0.4000000000000001,0,0.28571428571428575
0.1,0.3,0.37209302325581395,0.48888888888888893,0.5,0.5116279069767442,0.6181818181818182,0.7948717948717948,0.8205128205128205,0.7435897435897437,0.835820895522388,0.7777777777777778,0.5,0.7368421052631577,0.6206896551724139,0.5238095238095238,0.6060606060606061,0.41666666666666663,0.25,0.4615384615384615,0.6923076923076924,0.6,0.5,0,0.4000000000000001,0,0.28571428571428575
0.1,0.4,0.37209302325581395,0.48888888888888893,0.5,0.5116279069767442,0.6181818181818182,0.7948717948717948,0.8205128205128205,0.7435897435897437,0.835820895522388,0.7777777777777778,0.5,0.7368421052631577,0.6206896551724139,0.5238095238095238,0.6060606060606061,0.41666666666666663,0.25,0.4615384615384615,0.6923076923076924,0.6,0.5,0,0.4000000000000001,0,0.28571428571428575
0.1,0.5,0.37209302325581395,0.48888888888888893,0.5,0.5116279069767442,0.6181818181818182,0.7948717948717948,0.8205128205128205,0.7435897435897437,0.835820895522388,0.7777777777777778,0.5,0.7368421052631577,0.6206896551724139,0.5238095238095238,0.6060606060606061,0.41666666666666663,0.25,0.4615384615384615,0.6923076923076924,0.6,0.5,0,0.4000000000000001,0,0.28571428571428575
0.1,0.6,0.37209302325581395,0.48888888888888893,0.5,0.5116279069767442,0.6181818181818182,0.7948717948717948,0.8205128205128205,0.7435897435897437,0.835820895522388,0.7777777777777778,0.5,0.7368421052631577,0.6206896551724139,0.5238095238095238,0.6060606060606061,0.41666666666666663,0.25,0.4615384615384615,0.6923076923076924,0.6,0.5,0,0.4000000000000001,0,0.28571428571428575
0.2,0.2,0.39999999999999997,0.4761904761904762,0.5106382978723404,0.46511627906976744,0.6101694915254238,0.7594936708860759,0.8461538461538461,0.7804878048780488,0.8181818181818182,0.7415730337078652,0.5,0.7222222222222222,0.625,0.4878048780487805,0.6666666666666665,0.380952380952381,0.26666666666666666,0.5,0.6956521739130435,0.5,0.1818181818181818,0,0.33333333333333337,0,0.14285714285714288
0.2,0.3,0.39999999999999997,0.4761904761904762,0.5106382978723404,0.46511627906976744,0.6101694915254238,0.7594936708860759,0.8461538461538461,0.7804878048780488,0.8181818181818182,0.7415730337078652,0.5,0.7222222222222222,0.625,0.4878048780487805,0.6666666666666665,0.380952380952381,0.26666666666666666,0.5,0.6956521739130435,0.5,0.1818181818181818,0,0.33333333333333337,0,0.14285714285714288
0.2,0.4,0.39999999999999997,0.4761904761904762,0.5106382978723404,0.46511627906976744,0.6101694915254238,0.7594936708860759,0.8461538461538461,0.7804878048780488,0.8181818181818182,0.7415730337078652,0.5,0.7222222222222222,0.625,0.4878048780487805,0.6666666666666665,0.380952380952381,0.26666666666666666,0.5,0.6956521739130435,0.5,0.1818181818181818,0,0.33333333333333337,0,0.14285714285714288
0.2,0.5,0.39999999999999997,0.4761904761904762,0.5106382978723404,0.46511627906976744,0.6101694915254238,0.7594936708860759,0.8461538461538461,0.7804878048780488,0.8181818181818182,0.7415730337078652,0.5,0.7222222222222222,0.625,0.4878048780487805,0.6666666666666665,0.380952380952381,0.26666666666666666,0.5,0.6956521739130435,0.5,0.1818181818181818,0,0.33333333333333337,0,0.14285714285714288
0.2,0.6,0.39999999999999997,0.4761904761904762,0.5106382978723404,0.46511627906976744,0.6101694915254238,0.7594936708860759,0.8461538461538461,0.7804878048780488,0.8181818181818182,0.7415730337078652,0.5,0.7222222222222222,0.625,0.4878048780487805,0.6666666666666665,0.380952380952381,0.26666666666666666,0.5,0.6956521739130435,0.5,0.1818181818181818,0,0.33333333333333337,0,0.14285714285714288
0.3,0.2,0.42857142857142855,0.5217391304347826,0.5714285714285715,0.5416666666666667,0.5964912280701755,0.7792207792207793,0.8205128205128205,0.7692307692307693,0.8923076923076922,0.7857142857142857,0.4166666666666667,0.6470588235294118,0.6666666666666665,0.55,0.6428571428571429,0.23529411764705882,0.4000000000000001,0.28571428571428575,0.6086956521739131,0.47619047619047616,0.4000000000000001,0,0.33333333333333337,0,0.0
