,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
best_grid_set,"(0.4, 0.2)","(0.3, 0.2)","(0.3, 0.2)","(0.5, 0.2)","(0.1, 0.2)","(0.5, 0.2)","(0.4, 0.2)","(0.4, 0.2)","(0.3, 0.2)","(0.5, 0.2)","(0.5, 0.2)","(0.4, 0.2)","(0.3, 0.2)","(0.4, 0.2)","(0.5, 0.2)","(0.1, 0.2)","(0.3, 0.2)","(0.2, 0.2)","(0.2, 0.2)","(0.1, 0.2)","(0.1, 0.2)","(0.1, 0.2)","(0.1, 0.2)","(0.1, 0.2)","(0.1, 0.2)"
val_f1,0.5454545454545454,0.5217391304347826,0.5714285714285715,0.5882352941176471,0.6181818181818182,0.8354430379746836,0.891566265060241,0.8470588235294118,0.8923076923076922,0.8314606741573033,0.56,0.742857142857143,0.6666666666666665,0.6666666666666666,0.7142857142857143,0.41666666666666663,0.4000000000000001,0.5,0.6956521739130435,0.6,0.5,0,0.4000000000000001,0,0.28571428571428575
