,,,,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11ba8f390>,100,100,5,0.7540983606557377,0.6101694915254238,0.6101694915254238,0.5777777777777778,0.7619047619047619,0.7397260273972602,0.8354430379746834,0.7560975609756098,0.7945205479452055,0.7954545454545453,0.6923076923076923,0.717948717948718,0.7333333333333334,0.7027027027027027,0.64,0.25000000000000006,0.33333333333333326,0.6,0.6956521739130435,0.6956521739130435,0.2857142857142857,0,0,0,0.26666666666666666
<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11ba8f390>,100,100,6,0.7419354838709677,0.5714285714285714,0.6206896551724138,0.5454545454545455,0.75,0.7222222222222222,0.85,0.7469879518072289,0.7887323943661972,0.7674418604651162,0.6923076923076923,0.6842105263157896,0.7333333333333334,0.6842105263157895,0.64,0.25000000000000006,0.3157894736842105,0.6,0.6956521739130435,0.6666666666666666,0.25,0,0,0,0.26666666666666666
<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11ba8f390>,100,100,8,0.7213114754098361,0.5517241379310345,0.576271186440678,0.5777777777777778,0.73015873015873,0.6944444444444445,0.8205128205128205,0.6913580246913581,0.8,0.7674418604651162,0.6923076923076923,0.6842105263157896,0.7142857142857143,0.7027027027027027,0.5384615384615384,0.33333333333333326,0.33333333333333326,0.6,0.6363636363636365,0.6666666666666666,0.25,0,0,0,0.26666666666666666
<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x11ba8f390>,100,100,10,0.7096774193548386,0.5614035087719299,0.5517241379310344,0.5909090909090908,0.73015873015873,0.6944444444444445,0.8205128205128205,0.6913580246913581,0.8,0.7764705882352942,0.6923076923076923,0.6153846153846153,0.64,0.7222222222222222,0.5384615384615384,0.33333333333333326,0.3529411764705882,0.6,0.6086956521739131,0.6666666666666666,0.25,0,0,0,0.4705882352941177
<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x12f0e9890>,100,100,2,0.7457627118644068,0.7407407407407408,0.631578947368421,0.5490196078431373,0.73015873015873,0.7749999999999999,0.8051948051948052,0.7560975609756098,0.782608695652174,0.7710843373493975,0.5833333333333334,0.7368421052631579,0.6666666666666666,0.6857142857142857,0.5217391304347826,0.28571428571428564,0.28571428571428575,0.6666666666666666,0.7826086956521738,0.8000000000000002,0.2857142857142857,0,0,0,0.37499999999999994
<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x12f0e9890>,100,100,3,0.7368421052631577,0.6428571428571429,0.5714285714285715,0.5531914893617021,0.7419354838709677,0.7532467532467532,0.8205128205128205,0.75,0.8115942028985507,0.761904761904762,0.64,0.6666666666666665,0.6250000000000001,0.7428571428571428,0.5217391304347826,0.23529411764705885,0.26666666666666666,0.6,0.7000000000000001,0.8181818181818182,0.2857142857142857,0,0,0,0.26666666666666666
<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x12f0e9890>,100,100,4,0.7457627118644068,0.6071428571428571,0.6440677966101696,0.5909090909090908,0.75,0.7733333333333334,0.810126582278481,0.7407407407407408,0.8115942028985507,0.7816091954022989,0.64,0.6666666666666665,0.7586206896551724,0.7027027027027027,0.5833333333333334,0.25000000000000006,0.3157894736842105,0.6,0.6666666666666666,0.8181818181818182,0.2857142857142857,0,0,0,0.26666666666666666
<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x12f0e9890>,100,100,5,0.761904761904762,0.6206896551724138,0.6440677966101696,0.5957446808510638,0.78125,0.7397260273972602,0.8395061728395061,0.725,0.8,0.7727272727272727,0.64,0.717948717948718,0.689655172413793,0.7222222222222222,0.5384615384615384,0.25000000000000006,0.3157894736842105,0.5454545454545454,0.7826086956521738,0.7272727272727272,0.2857142857142857,0,0,0,0.26666666666666666
<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x12f0e9890>,100,100,6,0.7419354838709677,0.5964912280701754,0.6229508196721312,0.5652173913043479,0.7384615384615384,0.7397260273972602,0.8354430379746834,0.7407407407407408,0.8055555555555556,0.7674418604651162,0.64,0.631578947368421,0.6875000000000001,0.7058823529411765,0.5599999999999999,0.39999999999999997,0.22222222222222224,0.6,0.75,0.6956521739130435,0.25,0,0,0,0.37499999999999994
<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x12f0e9890>,100,100,8,0.7213114754098361,0.5357142857142857,0.6,0.608695652173913,0.7076923076923075,0.7042253521126761,0.8354430379746834,0.7469879518072289,0.7887323943661972,0.7674418604651162,0.64,0.6153846153846153,0.6428571428571429,0.6857142857142857,0.5714285714285715,0.3529411764705882,0.125,0.5454545454545454,0.7826086956521738,0.761904761904762,0.2857142857142857,0,0,0,0.37499999999999994
<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x12f0e9890>,100,100,10,0.7419354838709677,0.5714285714285714,0.6,0.608695652173913,0.7076923076923075,0.7042253521126761,0.810126582278481,0.7469879518072289,0.7777777777777778,0.7764705882352942,0.64,0.6153846153846153,0.6428571428571429,0.6857142857142857,0.5185185185185186,0.33333333333333326,0.125,0.5454545454545454,0.7826086956521738,0.6666666666666666,0.2857142857142857,0,0,0,0.37499999999999994
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x12f5d6190>,100,100,2,0.8000000000000002,0.7169811320754716,0.6557377049180327,0.5660377358490566,0.7741935483870968,0.8192771084337348,0.8311688311688312,0.8,0.835820895522388,0.7764705882352942,0.6153846153846153,0.7027027027027029,0.5925925925925927,0.6857142857142857,0.6086956521739131,0.3157894736842105,0.28571428571428575,0.6666666666666666,0.7000000000000001,0.8000000000000002,0.2857142857142857,0,0,0,0.28571428571428575
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x12f5d6190>,100,100,3,0.7796610169491527,0.5882352941176471,0.576271186440678,0.5833333333333334,0.7540983606557378,0.7951807228915663,0.846153846153846,0.7804878048780488,0.823529411764706,0.761904761904762,0.5833333333333334,0.7368421052631579,0.689655172413793,0.7428571428571428,0.5217391304347826,0.25000000000000006,0.26666666666666666,0.6,0.6666666666666666,0.7272727272727272,0.2857142857142857,0,0,0,0.15384615384615385
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x12f5d6190>,100,100,4,0.7666666666666667,0.6415094339622641,0.6551724137931034,0.608695652173913,0.78125,0.7631578947368421,0.8607594936708862,0.765432098765432,0.835820895522388,0.8045977011494253,0.6923076923076923,0.7368421052631579,0.689655172413793,0.7027027027027027,0.5217391304347826,0.25000000000000006,0.3529411764705882,0.6,0.6666666666666666,0.75,0.2857142857142857,0,0,0,0.15384615384615385
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x12f5d6190>,100,100,5,0.7333333333333333,0.6415094339622641,0.6779661016949152,0.5454545454545455,0.7619047619047619,0.7466666666666667,0.8641975308641975,0.7341772151898734,0.8529411764705881,0.7954545454545453,0.6923076923076923,0.7692307692307693,0.6923076923076924,0.7027027027027027,0.64,0.25000000000000006,0.3529411764705882,0.6,0.6666666666666666,0.6363636363636365,0.2857142857142857,0,0,0,0.15384615384615385
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x12f5d6190>,100,100,6,0.7540983606557377,0.576923076923077,0.6551724137931034,0.5454545454545455,0.7619047619047619,0.7397260273972602,0.8536585365853658,0.7000000000000001,0.835820895522388,0.7674418604651162,0.6923076923076923,0.7567567567567568,0.7407407407407408,0.7027027027027027,0.64,0.25000000000000006,0.33333333333333326,0.6666666666666666,0.6956521739130435,0.6666666666666666,0.2857142857142857,0,0,0,0.15384615384615385
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x12f5d6190>,100,100,8,0.7213114754098361,0.576923076923077,0.6206896551724138,0.5454545454545455,0.7419354838709677,0.7222222222222222,0.8354430379746834,0.6835443037974683,0.823529411764706,0.7764705882352942,0.6923076923076923,0.7368421052631579,0.6923076923076924,0.7222222222222222,0.6153846153846153,0.23529411764705885,0.3529411764705882,0.6,0.7272727272727272,0.6666666666666666,0.2857142857142857,0,0,0,0.15384615384615385
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x12f5d6190>,100,100,10,0.7333333333333333,0.5660377358490567,0.6,0.558139534883721,0.73015873015873,0.7222222222222222,0.846153846153846,0.6835443037974683,0.823529411764706,0.7764705882352942,0.6923076923076923,0.7368421052631579,0.64,0.7222222222222222,0.6153846153846153,0.23529411764705885,0.37499999999999994,0.6,0.6956521739130435,0.6666666666666666,0.2857142857142857,0,0,0,0.0
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x12f592a90>,100,100,2,0.8333333333333334,0.6000000000000001,0.6885245901639345,0.5306122448979592,0.8253968253968255,0.8536585365853658,0.8607594936708862,0.7710843373493975,0.8787878787878788,0.8089887640449439,0.5833333333333334,0.7567567567567568,0.5833333333333334,0.7222222222222222,0.6086956521739131,0.0,0.18181818181818182,0.6666666666666666,0.5882352941176471,0.5333333333333333,0.0,0,0,0,0.0
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x12f592a90>,100,100,3,0.819672131147541,0.64,0.5862068965517241,0.5777777777777778,0.8253968253968255,0.8250000000000001,0.8607594936708862,0.7710843373493975,0.8656716417910448,0.8139534883720931,0.5833333333333334,0.7368421052631579,0.64,0.7222222222222222,0.5217391304347826,0.15384615384615385,0.18181818181818182,0.6666666666666666,0.5882352941176471,0.4285714285714285,0.0,0,0,0,0.0
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x12f592a90>,100,100,4,0.8000000000000002,0.6538461538461539,0.5818181818181818,0.5116279069767442,0.806451612903226,0.8148148148148149,0.8607594936708862,0.725,0.8529411764705881,0.8275862068965517,0.64,0.7567567567567568,0.64,0.7222222222222222,0.5833333333333334,0.16666666666666669,0.18181818181818182,0.6666666666666666,0.7368421052631579,0.5333333333333333,0.0,0,0,0,0.0
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x12f592a90>,100,100,5,0.7868852459016393,0.6274509803921569,0.6101694915254238,0.5116279069767442,0.7868852459016394,0.8205128205128206,0.846153846153846,0.6842105263157895,0.8529411764705881,0.8181818181818181,0.5833333333333334,0.7894736842105263,0.6923076923076924,0.7222222222222222,0.6923076923076924,0.15384615384615385,0.16666666666666669,0.6666666666666666,0.7368421052631579,0.47058823529411764,0.0,0,0,0,0.0
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x12f592a90>,100,100,6,0.7868852459016393,0.6122448979591838,0.6666666666666667,0.5777777777777778,0.7868852459016394,0.810126582278481,0.8205128205128205,0.6923076923076923,0.8529411764705881,0.8181818181818181,0.6923076923076923,0.7894736842105263,0.6923076923076924,0.7428571428571428,0.6923076923076924,0.15384615384615385,0.15384615384615383,0.6666666666666666,0.6666666666666666,0.5263157894736842,0.0,0,0,0,0.0
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x12f592a90>,100,100,8,0.7868852459016393,0.6000000000000001,0.6333333333333334,0.5777777777777778,0.7619047619047619,0.7948717948717948,0.8157894736842106,0.6666666666666666,0.875,0.8045977011494253,0.6923076923076923,0.7894736842105263,0.6923076923076924,0.7428571428571428,0.6923076923076924,0.15384615384615385,0.28571428571428575,0.6,0.7000000000000001,0.47058823529411764,0.0,0,0,0,0.0
<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x12f592a90>,100,100,10,0.7868852459016393,0.5882352941176471,0.6557377049180327,0.5777777777777778,0.7619047619047619,0.8051948051948052,0.8157894736842106,0.6835443037974683,0.8615384615384616,0.8045977011494253,0.6923076923076923,0.7894736842105263,0.64,0.7428571428571428,0.64,0.14285714285714288,0.28571428571428575,0.6,0.6666666666666666,0.47058823529411764,0.0,0,0,0,0.0
