name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.14: [{direction}, *]",0,0.14423076923076922,0,-1.0,-1.0,-1.0
"0.51: [{evaluateCustomBlock:userDef}, *]",1,0.5096153846153846,0.49056603773584906,-1.0,-1.0,-1.0
"0.22: [{getCostumeIdx}, *]",2,0.22115384615384615,0.2037735849056604,-1.0,-1.0,-1.0
"0.12: [{getTimer}, *]",3,0.11538461538461539,0,-1.0,-1.0,-1.0
"0.44: [{literal:Stage}, *]",4,0.4423076923076923,0.43018867924528303,-1.0,-1.0,-1.0
"0.52: [{literal:all}, *]",5,0.5192307692307693,0.32075471698113206,-1.0,-1.0,-1.0
"0.27: [{literal:color}, *]",6,0.2692307692307692,0.18490566037735848,-1.0,-1.0,-1.0
"0.39: [{literal:down arrow}, *]",7,0.3942307692307692,0.2792452830188679,-1.0,-1.0,-1.0
"0.38: [{literal:ghost}, *]",8,0.38461538461538464,0.35471698113207545,-1.0,-1.0,-1.0
"0.63: [{literal:left arrow}, *]",9,0.6346153846153846,0.42641509433962266,-1.0,-1.0,-1.0
"0.40: [{literal:mouse-pointer}, *]",10,0.40384615384615385,0.2679245283018868,-1.0,-1.0,-1.0
"0.47: [{literal:myself}, *]",11,0.47115384615384615,0.3433962264150943,-1.0,-1.0,-1.0
"0.63: [{literal:right arrow}, *]",12,0.6346153846153846,0.4339622641509434,-1.0,-1.0,-1.0
"0.52: [{literal:space}, *]",13,0.5192307692307693,0.3660377358490566,-1.0,-1.0,-1.0
"0.53: [{literal:up arrow}, *]",14,0.5288461538461539,0.39622641509433965,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",15,1.0,0.9924528301886792,-1.0,-1.0,-1.0
"0.22: [{reportMouseDown}, *]",16,0.22115384615384615,0.17735849056603772,-1.0,-1.0,-1.0
"0.20: [{reportMouseX}, *]",17,0.20192307692307693,0.13584905660377358,-1.0,-1.0,-1.0
"0.14: [{reportMouseY}, *]",18,0.14423076923076922,0.12075471698113208,-1.0,-1.0,-1.0
"0.47: [{script}, *]",19,0.47115384615384615,0.4867924528301887,-1.0,-1.0,-1.0
"0.82: [{var:userDef}, *]",20,0.8173076923076923,0.5622641509433962,-1.0,-1.0,-1.0
"1.00: [{varMenu:userDef}, *]",21,1.0,0.630188679245283,-1.0,-1.0,-1.0
"0.34: [{xPosition}, *]",22,0.33653846153846156,0.27547169811320754,-1.0,-1.0,-1.0
"0.32: [{yPosition}, *]",23,0.3173076923076923,0.2830188679245283,-1.0,-1.0,-1.0
"0.33: [script, {bounceOffEdge}, *]",24,0.3269230769230769,0.1018867924528302,-1.0,-1.0,-1.0
"0.18: [script, {clearEffects}, *]",25,0.18269230769230768,0.17735849056603772,-1.0,-1.0,-1.0
"0.13: [script, {doResetTimer}, *]",26,0.1346153846153846,0.10566037735849057,-1.0,-1.0,-1.0
"0.19: [script, {doStopAllSounds}, *]",27,0.19230769230769232,0.19245283018867926,-1.0,-1.0,-1.0
"0.40: [script, {doWearNextCostume}, *]",28,0.40384615384615385,0.4830188679245283,-1.0,-1.0,-1.0
"0.45: [script, {evaluateCustomBlock:userDef}, *]",29,0.4519230769230769,0.4641509433962264,-1.0,-1.0,-1.0
"0.20: [reportEquals, {getCostumeIdx}, *]",30,0.20192307692307693,0.15471698113207547,-1.0,-1.0,-1.0
"0.82: [script, {hide}, *]",31,0.8173076923076923,0.7735849056603774,-1.0,-1.0,-1.0
"0.19: [reportAttributeOf, {literal:Stage}, *]",32,0.19230769230769232,0.1018867924528302,-1.0,-1.0,-1.0
"0.33: [reportKeyPressed, {literal:down arrow}, *]",33,0.3269230769230769,0.18490566037735848,-1.0,-1.0,-1.0
"0.40: [reportTouchingObject, {literal:edge}, *]",34,0.40384615384615385,0.13584905660377358,-1.0,-1.0,-1.0
"0.58: [reportKeyPressed, {literal:left arrow}, *]",35,0.5769230769230769,0.3132075471698113,-1.0,-1.0,-1.0
"0.25: [reportTouchingObject, {literal:mouse-pointer}, *]",36,0.25,0.19245283018867926,-1.0,-1.0,-1.0
"0.58: [reportKeyPressed, {literal:right arrow}, *]",37,0.5769230769230769,0.3169811320754717,-1.0,-1.0,-1.0
"0.37: [reportKeyPressed, {literal:space}, *]",38,0.36538461538461536,0.18490566037735848,-1.0,-1.0,-1.0
"0.45: [reportKeyPressed, {literal:up arrow}, *]",39,0.4519230769230769,0.2943396226415094,-1.0,-1.0,-1.0
"0.33: [reportProduct, {literal:userDef}, *]",40,0.3269230769230769,0.3169811320754717,-1.0,-1.0,-1.0
"0.36: [reportAttributeOf, {literal:userDef}, *]",41,0.3557692307692308,0.2339622641509434,-1.0,-1.0,-1.0
"0.27: [reportDifference, {literal:userDef}, *]",42,0.2692307692307692,0.23018867924528302,-1.0,-1.0,-1.0
"0.90: [reportTouchingObject, {literal:userDef}, *]",43,0.9038461538461539,0.4188679245283019,-1.0,-1.0,-1.0
"0.65: [reportRandom, {literal:userDef}, *]",44,0.6538461538461539,0.44528301886792454,-1.0,-1.0,-1.0
"0.62: [reportLessThan, {literal:userDef}, *]",45,0.6153846153846154,0.44150943396226416,-1.0,-1.0,-1.0
"0.67: [reportEquals, {literal:userDef}, *]",46,0.6730769230769231,0.4867924528301887,-1.0,-1.0,-1.0
"0.34: [reportTouchingColor, {literal:userDef}, *]",47,0.33653846153846156,0.2490566037735849,-1.0,-1.0,-1.0
"0.36: [reportKeyPressed, {literal:userDef}, *]",48,0.3557692307692308,0.23773584905660378,-1.0,-1.0,-1.0
"0.23: [reportSum, {literal:userDef}, *]",49,0.23076923076923078,0.17735849056603772,-1.0,-1.0,-1.0
"0.22: [reportQuotient, {literal:userDef}, *]",50,0.22115384615384615,0.17358490566037735,-1.0,-1.0,-1.0
"0.47: [script, {removeClone}, *]",51,0.47115384615384615,0.3169811320754717,-1.0,-1.0,-1.0
"0.16: [reportAnd, {reportMouseDown}, *]",52,0.16346153846153846,0.1320754716981132,-1.0,-1.0,-1.0
"0.80: [script, {show}, *]",53,0.7980769230769231,0.7584905660377359,-1.0,-1.0,-1.0
"0.63: [reportEquals, {var:userDef}, *]",54,0.625,0.39622641509433965,-1.0,-1.0,-1.0
"0.18: [reportDifference, {var:userDef}, *]",55,0.18269230769230768,0.1471698113207547,-1.0,-1.0,-1.0
"0.12: [reportLetter, {var:userDef}, *]",56,0.11538461538461539,0,-1.0,-1.0,-1.0
"0.13: [reportSum, {var:userDef}, *]",57,0.1346153846153846,0.1320754716981132,-1.0,-1.0,-1.0
"0.18: [reportQuotient, {var:userDef}, *]",58,0.18269230769230768,0.13962264150943396,-1.0,-1.0,-1.0
"0.58: [reportLessThan, {var:userDef}, *]",59,0.5769230769230769,0.37358490566037733,-1.0,-1.0,-1.0
"0.32: [reportProduct, {var:userDef}, *]",60,0.3173076923076923,0.25660377358490566,-1.0,-1.0,-1.0
