,11,21,31,41,51,61,71,81,91,101,111,121,131,141,151,161,171,181,191,201,211,221,231,241,251,261,271,281,291,301,311,321,331,341,351,361,371,381,391,401,411
0,1,3,3,6,9,9,10,11,11,12,14,15,15,15,15,16,17,19,22,22,24,25,28,31,35,39,40,41,42,43,46,47,48,49,49,50,50,50,50,50,52
1,3,7,11,13,14,16,18,19,21,22,25,27,29,30,31,34,37,40,41,41,41,42,44,46,46,46,47,48,48,48,48,48,48,49,49,49,49,49,51,52,52
2,2,3,3,8,12,14,15,17,20,22,25,29,29,29,30,33,36,40,40,40,42,43,44,44,44,46,46,46,48,48,48,48,48,49,49,49,49,49,51,52,52
3,2,5,5,5,6,10,11,12,12,16,17,18,18,18,21,24,25,28,28,29,33,34,36,38,40,41,43,46,47,47,47,47,47,47,48,49,50,51,51,52,52
4,2,2,3,5,8,11,13,13,16,17,20,24,27,28,29,32,36,36,36,37,39,43,44,46,47,47,47,48,49,49,49,49,50,50,50,50,50,50,51,52,52
5,0,1,1,2,4,4,7,9,11,12,14,17,21,25,28,31,32,33,35,37,39,40,40,40,42,44,46,46,46,47,48,48,48,48,49,49,49,49,50,51,52
6,1,2,4,4,6,10,11,12,12,15,19,21,21,23,26,28,32,33,35,36,40,43,45,45,45,45,45,46,46,47,48,48,49,49,49,49,49,49,50,51,52
7,2,2,2,4,4,4,4,4,4,7,10,11,12,12,13,16,16,20,23,23,24,27,30,31,34,36,38,39,43,43,44,46,49,49,50,50,50,50,50,51,52
8,1,1,3,6,6,6,7,8,8,8,9,10,11,11,11,13,14,17,23,24,27,31,33,35,38,40,43,44,46,46,49,50,50,50,50,50,50,50,50,51,52
9,2,3,4,5,5,8,8,9,9,13,14,16,16,19,22,23,25,28,29,33,36,39,41,42,43,44,44,45,46,47,47,47,48,48,49,50,50,50,51,52,52
