cochangescore,"{'f1': 0.8293103448275863, 'recall': 0.8236301369863014, 'precision': 0.8350694444444444}"
keymove,"{'f1': 0.9061925199264256, 'recall': 0.9378172588832487, 'precision': 0.8766310794780545}"
jump,"{'f1': 0.7605633802816901, 'recall': 0.6666666666666666, 'precision': 0.8852459016393442}"
movetomouse,"{'f1': 0.84, 'recall': 0.75, 'precision': 0.9545454545454546}"
costopall,"{'f1': 0.7590361445783134, 'recall': 0.63, 'precision': 0.9545454545454546}"
