name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.20: [{direction}, *]",0,0.1951219512195122,0,-1.0,-1.0,-1.0
"0.44: [{evaluateCustomBlock:userDef}, *]",1,0.43902439024390244,0.5365853658536586,-1.0,-1.0,-1.0
"0.22: [{getCostumeIdx}, *]",2,0.21951219512195122,0.22560975609756098,-1.0,-1.0,-1.0
"0.37: [{literal:Stage}, *]",3,0.36585365853658536,0.4695121951219512,-1.0,-1.0,-1.0
"0.51: [{literal:all}, *]",4,0.5121951219512195,0.36585365853658536,-1.0,-1.0,-1.0
"0.20: [{literal:back}, *]",5,0.1951219512195122,0.21951219512195122,-1.0,-1.0,-1.0
"0.32: [{literal:color}, *]",6,0.3170731707317073,0.20426829268292682,-1.0,-1.0,-1.0
"0.44: [{literal:ghost}, *]",7,0.43902439024390244,0.36585365853658536,-1.0,-1.0,-1.0
"0.15: [{literal:left arrow}, *]",8,0.14634146341463414,0.5487804878048781,-1.0,-1.0,-1.0
"0.73: [{literal:mouse-pointer}, *]",9,0.7317073170731707,0.25914634146341464,-1.0,-1.0,-1.0
"0.56: [{literal:myself}, *]",10,0.5609756097560976,0.35060975609756095,-1.0,-1.0,-1.0
"0.15: [{literal:right arrow}, *]",11,0.14634146341463414,0.5548780487804879,-1.0,-1.0,-1.0
"0.37: [{literal:space}, *]",12,0.36585365853658536,0.42073170731707316,-1.0,-1.0,-1.0
"0.15: [{literal:up arrow}, *]",13,0.14634146341463414,0.4878048780487805,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",14,1.0,0.9969512195121951,-1.0,-1.0,-1.0
"0.24: [{reportMouseDown}, *]",15,0.24390243902439024,0.1798780487804878,-1.0,-1.0,-1.0
"0.39: [{reportMouseX}, *]",16,0.3902439024390244,0.11585365853658537,-1.0,-1.0,-1.0
"0.22: [{reportMouseY}, *]",17,0.21951219512195122,0.10365853658536585,-1.0,-1.0,-1.0
"0.49: [{script}, *]",18,0.4878048780487805,0.5060975609756098,-1.0,-1.0,-1.0
"0.63: [{var:userDef}, *]",19,0.6341463414634146,0.6371951219512195,-1.0,-1.0,-1.0
"0.24: [{xPosition}, *]",20,0.24390243902439024,0.31402439024390244,-1.0,-1.0,-1.0
"0.20: [{yPosition}, *]",21,0.1951219512195122,0.3201219512195122,-1.0,-1.0,-1.0
"0.46: [script, {bounceOffEdge}, *]",22,0.4634146341463415,0.12804878048780488,-1.0,-1.0,-1.0
"0.20: [script, {clear}, *]",23,0.1951219512195122,0,-1.0,-1.0,-1.0
"0.20: [script, {clearEffects}, *]",24,0.1951219512195122,0.16463414634146342,-1.0,-1.0,-1.0
"0.17: [script, {doStamp}, *]",25,0.17073170731707318,0,-1.0,-1.0,-1.0
