,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
best_grid_set,"(0.5, 0.2)","(0.5, 0.2)","(0.4, 0.2)","(0.3, 0.2)","(0.5, 0.2)","(0.2, 0.2)","(0.4, 0.2)","(0.4, 0.2)","(0.1, 0.2)","(0.3, 0.2)","(0.5, 0.2)","(0.5, 0.2)","(0.5, 0.2)","(0.1, 0.2)","(0.5, 0.2)","(0.1, 0.2)","(0.2, 0.2)","(0.2, 0.2)","(0.1, 0.2)","(0.3, 0.2)","(0.2, 0.2)","(0.1, 0.2)","(0.1, 0.2)","(0.1, 0.2)","(0.2, 0.2)"
val_f1,0.72,0.5333333333333332,0.5714285714285715,0.5531914893617021,0.6363636363636364,0.8148148148148149,0.8148148148148148,0.8048780487804877,0.8615384615384616,0.7951807228915664,0.5925925925925926,0.7058823529411765,0.64,0.6666666666666666,0.6666666666666665,0.34782608695652173,0.3157894736842105,0.3529411764705882,0.43478260869565216,0.5555555555555556,0.25,0,0.3636363636363636,0.28571428571428575,0.3529411764705882
