name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.21: [{direction}, *]",0,0.20930232558139536,0,-1.0,-1.0,-1.0
"0.44: [{evaluateCustomBlock:userDef}, *]",1,0.4418604651162791,0.5429447852760736,-1.0,-1.0,-1.0
"0.21: [{getCostumeIdx}, *]",2,0.20930232558139536,0.2361963190184049,-1.0,-1.0,-1.0
"0.14: [{getTimer}, *]",3,0.13953488372093023,0,-1.0,-1.0,-1.0
"0.26: [{literal:Stage}, *]",4,0.2558139534883721,0.4601226993865031,-1.0,-1.0,-1.0
"0.53: [{literal:all}, *]",5,0.5348837209302325,0.3619631901840491,-1.0,-1.0,-1.0
"0.23: [{literal:back}, *]",6,0.23255813953488372,0.22699386503067484,-1.0,-1.0,-1.0
"0.30: [{literal:color}, *]",7,0.3023255813953488,0.1901840490797546,-1.0,-1.0,-1.0
"0.40: [{literal:ghost}, *]",8,0.3953488372093023,0.37116564417177916,-1.0,-1.0,-1.0
"0.16: [{literal:left arrow}, *]",9,0.16279069767441862,0.5398773006134969,-1.0,-1.0,-1.0
"0.72: [{literal:mouse-pointer}, *]",10,0.7209302325581395,0.2607361963190184,-1.0,-1.0,-1.0
"0.51: [{literal:myself}, *]",11,0.5116279069767442,0.36503067484662577,-1.0,-1.0,-1.0
"0.16: [{literal:right arrow}, *]",12,0.16279069767441862,0.5460122699386503,-1.0,-1.0,-1.0
"0.35: [{literal:space}, *]",13,0.3488372093023256,0.4294478527607362,-1.0,-1.0,-1.0
"0.16: [{literal:up arrow}, *]",14,0.16279069767441862,0.4815950920245399,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",15,1.0,0.9969325153374233,-1.0,-1.0,-1.0
"0.23: [{reportMouseDown}, *]",16,0.23255813953488372,0.18098159509202455,-1.0,-1.0,-1.0
"0.42: [{reportMouseX}, *]",17,0.4186046511627907,0.11349693251533742,-1.0,-1.0,-1.0
"0.23: [{reportMouseY}, *]",18,0.23255813953488372,0.10736196319018405,-1.0,-1.0,-1.0
"0.44: [{script}, *]",19,0.4418604651162791,0.5122699386503068,-1.0,-1.0,-1.0
"0.58: [{var:userDef}, *]",20,0.5813953488372093,0.6441717791411042,-1.0,-1.0,-1.0
"0.26: [{xPosition}, *]",21,0.2558139534883721,0.3159509202453988,-1.0,-1.0,-1.0
"0.23: [{yPosition}, *]",22,0.23255813953488372,0.31901840490797545,-1.0,-1.0,-1.0
"0.21: [script, {clear}, *]",23,0.20930232558139536,0,-1.0,-1.0,-1.0
"0.23: [script, {clearEffects}, *]",24,0.23255813953488372,0.18098159509202455,-1.0,-1.0,-1.0
"0.16: [script, {doStamp}, *]",25,0.16279069767441862,0,-1.0,-1.0,-1.0
"0.12: [script, {doStopAllSounds}, *]",26,0.11627906976744186,0.22085889570552147,-1.0,-1.0,-1.0
"0.30: [script, {doWearNextCostume}, *]",27,0.3023255813953488,0.4815950920245399,-1.0,-1.0,-1.0
"0.40: [script, {evaluateCustomBlock:userDef}, *]",28,0.3953488372093023,0.5122699386503068,-1.0,-1.0,-1.0
"0.16: [reportEquals, {getCostumeIdx}, *]",29,0.16279069767441862,0.19325153374233128,-1.0,-1.0,-1.0
"0.67: [script, {hide}, *]",30,0.6744186046511628,0.8067484662576687,-1.0,-1.0,-1.0
"0.16: [reportMonadic, {literal:abs}, *]",31,0.16279069767441862,0,-1.0,-1.0,-1.0
