,,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
0.1,0.2,0.6037735849056605,0.45454545454545453,0.5531914893617021,0.42857142857142855,0.5283018867924528,0.7848101265822786,0.7777777777777779,0.7948717948717948,0.8615384615384616,0.7560975609756098,0.5,0.5945945945945946,0.4,0.6666666666666666,0.5599999999999999,0.34782608695652173,0.2727272727272727,0.2727272727272727,0.43478260869565216,0.45454545454545453,0.0,0,0.3636363636363636,0.28571428571428575,0.26666666666666666
0.1,0.3,0.6037735849056605,0.45454545454545453,0.5531914893617021,0.42857142857142855,0.5283018867924528,0.7848101265822786,0.7777777777777779,0.7948717948717948,0.8615384615384616,0.7560975609756098,0.5,0.5945945945945946,0.4,0.6666666666666666,0.5599999999999999,0.34782608695652173,0.2727272727272727,0.2727272727272727,0.43478260869565216,0.45454545454545453,0.0,0,0.3636363636363636,0.28571428571428575,0.26666666666666666
0.1,0.4,0.6037735849056605,0.45454545454545453,0.5531914893617021,0.42857142857142855,0.5283018867924528,0.7848101265822786,0.7777777777777779,0.7948717948717948,0.8615384615384616,0.7560975609756098,0.5,0.5945945945945946,0.4,0.6666666666666666,0.5599999999999999,0.34782608695652173,0.2727272727272727,0.2727272727272727,0.43478260869565216,0.45454545454545453,0.0,0,0.3636363636363636,0.28571428571428575,0.26666666666666666
0.1,0.5,0.6037735849056605,0.45454545454545453,0.5531914893617021,0.42857142857142855,0.5283018867924528,0.7848101265822786,0.7777777777777779,0.7948717948717948,0.8615384615384616,0.7560975609756098,0.5,0.5945945945945946,0.4,0.6666666666666666,0.5599999999999999,0.34782608695652173,0.2727272727272727,0.2727272727272727,0.43478260869565216,0.45454545454545453,0.0,0,0.3636363636363636,0.28571428571428575,0.26666666666666666
0.1,0.6,0.6037735849056605,0.45454545454545453,0.5531914893617021,0.42857142857142855,0.5283018867924528,0.7848101265822786,0.7777777777777779,0.7948717948717948,0.8615384615384616,0.7560975609756098,0.5,0.5945945945945946,0.4,0.6666666666666666,0.5599999999999999,0.34782608695652173,0.2727272727272727,0.2727272727272727,0.43478260869565216,0.45454545454545453,0.0,0,0.3636363636363636,0.28571428571428575,0.26666666666666666
0.2,0.2,0.6037735849056605,0.4761904761904762,0.47826086956521735,0.4888888888888889,0.6,0.8148148148148149,0.6956521739130436,0.7749999999999999,0.835820895522388,0.7317073170731707,0.5384615384615385,0.611111111111111,0.42857142857142855,0.5,0.6206896551724139,0.2105263157894737,0.3157894736842105,0.3529411764705882,0.28571428571428575,0.5,0.25,0,0.0,0.28571428571428575,0.3529411764705882
0.2,0.3,0.6037735849056605,0.4761904761904762,0.47826086956521735,0.4888888888888889,0.6,0.8148148148148149,0.6956521739130436,0.7749999999999999,0.835820895522388,0.7317073170731707,0.5384615384615385,0.611111111111111,0.42857142857142855,0.5,0.6206896551724139,0.2105263157894737,0.3157894736842105,0.3529411764705882,0.28571428571428575,0.5,0.25,0,0.0,0.28571428571428575,0.3529411764705882
0.2,0.4,0.6037735849056605,0.4761904761904762,0.47826086956521735,0.4888888888888889,0.6,0.8148148148148149,0.6956521739130436,0.7749999999999999,0.835820895522388,0.7317073170731707,0.5384615384615385,0.611111111111111,0.42857142857142855,0.5,0.6206896551724139,0.2105263157894737,0.3157894736842105,0.3529411764705882,0.28571428571428575,0.5,0.25,0,0.0,0.28571428571428575,0.3529411764705882
0.2,0.5,0.6037735849056605,0.4761904761904762,0.47826086956521735,0.4888888888888889,0.6,0.8148148148148149,0.6956521739130436,0.7749999999999999,0.835820895522388,0.7317073170731707,0.5384615384615385,0.611111111111111,0.42857142857142855,0.5,0.6206896551724139,0.2105263157894737,0.3157894736842105,0.3529411764705882,0.28571428571428575,0.5,0.25,0,0.0,0.28571428571428575,0.3529411764705882
0.2,0.6,0.6037735849056605,0.4761904761904762,0.47826086956521735,0.4888888888888889,0.6,0.8148148148148149,0.6956521739130436,0.7749999999999999,0.835820895522388,0.7317073170731707,0.5384615384615385,0.611111111111111,0.42857142857142855,0.5,0.6206896551724139,0.2105263157894737,0.3157894736842105,0.3529411764705882,0.28571428571428575,0.5,0.25,0,0.0,0.28571428571428575,0.3529411764705882
0.3,0.2,0.5384615384615384,0.47368421052631576,0.5365853658536586,0.5531914893617021,0.5909090909090908,0.7567567567567567,0.7733333333333334,0.7499999999999999,0.8405797101449275,0.7951807228915664,0.5714285714285715,0.6857142857142857,0.5833333333333334,0.42857142857142855,0.48000000000000004,0.22222222222222224,0.28571428571428575,0.30769230769230765,0.23529411764705882,0.5555555555555556,0.0,0,0.0,0.0,0.11111111111111112
0.3,0.3,0.5384615384615384,0.47368421052631576,0.5365853658536586,0.5531914893617021,0.5909090909090908,0.7567567567567567,0.7733333333333334,0.7499999999999999,0.8405797101449275,0.7951807228915664,0.5714285714285715,0.6857142857142857,0.5833333333333334,0.42857142857142855,0.48000000000000004,0.22222222222222224,0.28571428571428575,0.30769230769230765,0.23529411764705882,0.5555555555555556,0.0,0,0.0,0.0,0.11111111111111112
0.3,0.4,0.5384615384615384,0.47368421052631576,0.5365853658536586,0.5531914893617021,0.5909090909090908,0.7567567567567567,0.7733333333333334,0.7499999999999999,0.8405797101449275,0.7951807228915664,0.5714285714285715,0.6857142857142857,0.5833333333333334,0.42857142857142855,0.48000000000000004,0.22222222222222224,0.28571428571428575,0.30769230769230765,0.23529411764705882,0.5555555555555556,0.0,0,0.0,0.0,0.11111111111111112
