,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
best_grid_set,0.4,0.4,0.4,0.4,0.2,0.3,0.5,0.3,0.2,0.3,0.2,0.5,0.5,0.2,0.3,0.1,0.5,0.2,0.1,0.3,0.1,0.1,0.4,0.2,0.1
val_f1,0.6909090909090908,0.6086956521739131,0.5581395348837209,0.5909090909090909,0.6538461538461539,0.8048780487804877,0.8354430379746837,0.8433734939759037,0.8484848484848485,0.8311688311688312,0.6153846153846153,0.7894736842105262,0.6666666666666667,0.6666666666666666,0.64,0.4347826086956522,0.5333333333333333,0.37499999999999994,0.5925925925925926,0.6363636363636365,0.4444444444444445,0.0,0.7499999999999999,0.5,0.4615384615384615
