cochangescore,"{'f1': 0.8532423208191127, 'recall': 0.8561643835616438, 'precision': 0.8503401360544217}"
keymove,"{'f1': 0.8777348777348778, 'recall': 0.8654822335025381, 'precision': 0.8903394255874674}"
jump,"{'f1': 0.8711256117455138, 'recall': 0.8240740740740741, 'precision': 0.9238754325259516}"
movetomouse,"{'f1': 0.7964071856287425, 'recall': 0.6785714285714286, 'precision': 0.9637681159420289}"
costopall,"{'f1': 0.8571428571428571, 'recall': 0.78, 'precision': 0.9512195121951219}"
