,cochangescore0,cochangescore1,cochangescore2,cochangescore3,cochangescore4,keymove0,keymove1,keymove2,keymove3,keymove4,jump0,jump1,jump2,jump3,jump4,movetomouse0,movetomouse1,movetomouse2,movetomouse3,movetomouse4,costopall0,costopall1,costopall2,costopall3,costopall4
best_grid_set,"(0.4, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x1075b03d0>)","(0.2, <classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x1250b1410>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x1075b03d0>)","(0.5, <classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x1250b1410>)","(0.3, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x124565410>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x124565410>)","(0.5, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x1075b03d0>)","(0.4, <classifiers.svm_classifiers.SVM_Linear.SVMLinear100 object at 0x1075b0790>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x124565410>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x124565410>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x1250b1410>)","(0.3, <classifiers.svm_classifiers.SVM_Linear.SVMLinear100 object at 0x1075b0790>)","(0.4, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x1075b03d0>)","(0.4, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x124565410>)","(0.4, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x124565410>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinear100 object at 0x1075b0790>)","(0.3, <classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x1075b0310>)","(0.2, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x1075b03d0>)","(0.2, <classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x1250b1410>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x1075b03d0>)","(0.3, <classifiers.svm_classifiers.SVM_Linear.SVMLinear100 object at 0x1075b0790>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinear100 object at 0x1075b0790>)","(0.1, <classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x1075b03d0>)","(0.2, <classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x1250b1410>)","(0.3, <classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x1075b0310>)"
val_f1,0.8524590163934426,0.7586206896551724,0.7301587301587302,0.7169811320754716,0.8070175438596492,0.8148148148148149,0.8941176470588236,0.8043478260869564,0.8787878787878788,0.8372093023255814,0.689655172413793,0.7692307692307693,0.689655172413793,0.6875000000000001,0.7272727272727272,0.35714285714285715,0.3529411764705882,0.5,0.4761904761904762,0.5,0.5714285714285715,0,0.5714285714285715,0.5714285714285715,0.43478260869565216
