,,,jump0,jump1,jump2,jump3,jump4
-1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear100 object at 0x125d74710>,100,0.5833333333333334,0.717948717948718,0.6428571428571429,0.6666666666666666,0.5833333333333334
-1,<classifiers.svm_classifiers.SVM_Linear.SVMLinear10 object at 0x112333690>,100,0.5217391304347827,0.717948717948718,0.6428571428571429,0.6666666666666666,0.5833333333333334
-1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearModel object at 0x125d3a310>,100,0.5833333333333334,0.7317073170731707,0.6666666666666666,0.7222222222222222,0.6666666666666666
-1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP1 object at 0x112333510>,100,0.5833333333333334,0.7894736842105263,0.6428571428571429,0.7027027027027027,0.5833333333333334
-1,<classifiers.svm_classifiers.SVM_Linear.SVMLinearP01 object at 0x125e13e10>,100,0.5833333333333334,0.7567567567567568,0.6153846153846153,0.7567567567567567,0.6666666666666666
