name,id,supportA,supportB,jdYes,jdNo,confidenceYes
"0.13: [{direction}, *]",0,0.1267605633802817,0,-1.0,-1.0,-1.0
"0.75: [{evaluateCustomBlock:userDef}, *]",1,0.7464788732394366,0.4865771812080537,-1.0,-1.0,-1.0
"0.41: [{getCostumeIdx}, *]",2,0.4084507042253521,0.18791946308724833,-1.0,-1.0,-1.0
"0.55: [{literal:Stage}, *]",3,0.5492957746478874,0.40939597315436244,-1.0,-1.0,-1.0
"0.31: [{literal:all}, *]",4,0.30985915492957744,0.3523489932885906,-1.0,-1.0,-1.0
"0.38: [{literal:back}, *]",5,0.38028169014084506,0.21476510067114093,-1.0,-1.0,-1.0
"0.34: [{literal:brightness}, *]",6,0.3380281690140845,0.1476510067114094,-1.0,-1.0,-1.0
"0.25: [{literal:color}, *]",7,0.2535211267605634,0.19798657718120805,-1.0,-1.0,-1.0
"0.38: [{literal:down arrow}, *]",8,0.38028169014084506,0.2953020134228188,-1.0,-1.0,-1.0
"0.69: [{literal:ghost}, *]",9,0.6901408450704225,0.33221476510067116,-1.0,-1.0,-1.0
"0.93: [{literal:left arrow}, *]",10,0.9295774647887324,0.3959731543624161,-1.0,-1.0,-1.0
"0.38: [{literal:mouse-pointer}, *]",11,0.38028169014084506,0.28523489932885904,-1.0,-1.0,-1.0
"0.54: [{literal:myself}, *]",12,0.5352112676056338,0.34563758389261745,-1.0,-1.0,-1.0
"0.93: [{literal:right arrow}, *]",13,0.9295774647887324,0.40604026845637586,-1.0,-1.0,-1.0
"0.54: [{literal:space}, *]",14,0.5352112676056338,0.3691275167785235,-1.0,-1.0,-1.0
"0.90: [{literal:up arrow}, *]",15,0.9014084507042254,0.33221476510067116,-1.0,-1.0,-1.0
"1.00: [{literal:userDef}, *]",16,1.0,0.9932885906040269,-1.0,-1.0,-1.0
"0.39: [{reportMouseDown}, *]",17,0.39436619718309857,0.15771812080536912,-1.0,-1.0,-1.0
"0.30: [{reportMouseX}, *]",18,0.29577464788732394,0.13087248322147652,-1.0,-1.0,-1.0
"0.28: [{reportMouseY}, *]",19,0.28169014084507044,0.10067114093959731,-1.0,-1.0,-1.0
"0.59: [{script}, *]",20,0.5915492957746479,0.4798657718120805,-1.0,-1.0,-1.0
"0.94: [{var:userDef}, *]",21,0.9436619718309859,0.5604026845637584,-1.0,-1.0,-1.0
