cochangescore,"{'f1': 0.6491803278688525, 'recall': 0.678082191780822, 'precision': 0.6226415094339622}"
keymove,"{'f1': 0.8557213930348259, 'recall': 0.8730964467005076, 'precision': 0.8390243902439024}"
jump,"{'f1': 0.5793103448275861, 'recall': 0.5185185185185185, 'precision': 0.65625}"
movetomouse,"{'f1': 0.5806451612903225, 'recall': 0.5510204081632653, 'precision': 0.6136363636363636}"
costopall,"{'f1': 0.2380952380952381, 'recall': 0.2, 'precision': 0.29411764705882354}"
