,,tp,tn,fp,fn,accuracy,precision,recall,f1,auc
cochangescore,All,82.0,252.0,72.0,34.0,0.76,0.53,0.71,0.61,0.74
cochangescore,AndAll,,,,,,,,,
keymove,All,,,,,,,,,
keymove,AndAll,,,,,,,,,
jump,All,,,,,,,,,
jump,AndAll,,,,,,,,,
movetomouse,All,,,,,,,,,
movetomouse,AndAll,,,,,,,,,
costopall,All,,,,,,,,,
costopall,AndAll,,,,,,,,,
